mpid	log(PF_p*10^9)	mean_Number
mp-29416	6.190331698	38.875
mp-768939	5.872156273	14.35294118
mp-765959	6.264817823	6.714285714
mp-29655	6.409933123	2.857142857
mp-28271	5.613841822	19.57894737
mp-541236	6.998259338	25.11111111
mp-561270	6.760422483	8.769230769
mp-27383	6.235528447	18
mp-570053	6.599883072	48.89473684
mp-581963	6.733197265	49
mp-26157	6.505149978	11.66666667
mp-554265	5.624282096	18.44444444
mp-559212	6.465382851	25.33333333
mp-655078	5.767897616	7.225806452
mp-556548	6.914343157	14.6
mp-613545	5.489958479	23.2
mp-776479	6.602059991	51.42857143
mp-23668	6.28780173	4
mp-684119	6.290034611	10
mp-738663	6.587710965	8.206896552
mp-770343	6.149219113	7.5
mp-27750	5.675778342	16.66666667
mp-3967	6.222716471	8.666666667
mp-573109	6.1430148	19.9
mp-770499	6.36361198	13.46666667
mp-774432	6.025305865	10.7
mp-572465	6.723455672	17.9
mp-554808	5.996949248	6.512820513
mp-30989	4.897077003	10.23529412
mp-770558	6.195899652	11.1
mp-696291	6.627365857	7.466666667
mp-562338	6.361727836	21.75
mp-776965	6.481442629	12.71428571
mp-29467	6.212187604	16.15384615
mp-510458	6.440909082	4.666666667
mp-7651	6.798650645	22.66666667
mp-771843	6.556302501	13
mp-561329	6.344392274	16.28571429
mp-759926	5.790285164	7.818181818
mp-28176	6.264817823	24.61538462
mp-555232	5.607455023	20.57142857
mp-768756	6.413299764	10.77777778
mp-31362	6.344392274	17.4
mp-28179	5.929418926	23.25
mp-540737	6.561101384	9.125
mp-31004	6.790285164	16.28571429
mp-699535	6.113943352	18.5
mp-554964	5.935507266	21.62962963
mp-29200	5.875639937	10.5
mp-32465	5.559906625	10
mp-772526	6.008600172	6.842105263
mp-583072	5.480006943	16
mp-568203	6.348304863	31.93333333
mp-557863	5.986323777	16.35555556
mp-561449	5.835690571	20
mp-647366	6.117271296	23.33333333
mp-722880	5.204119983	10.45714286
mp-28178	6.053078443	19.25
mp-770906	5.793790385	7.666666667
mp-601211	5.82672252	7.28
mp-14131	5.812244697	11.73333333
mp-6245	6.225309282	16.54545455
mp-722237	6.017033339	2.173913043
mp-27556	6.257678575	24
mp-706664	5.753583059	2.739130435
mp-604337	5.822168079	8.307692308
mp-540939	6.495544338	45.55555556
mp-1806	6.133538908	15.25
mp-30977	5.997386384	5.5
mp-30184	5.639486489	4.5
mp-744148	5.62324929	6.047619048
mp-568773	5.318063335	9.9375
mp-555435	6.008600172	17.2
mp-733848	5.588831726	12.07407407
mp-19491	5.201397124	18
mp-706937	5.416640507	2.8
mp-709069	6.382017043	7.647058824
mp-762336	5.303196057	11.66666667
mp-32022	6.225309282	10.36363636
mp-781016	5.627365857	8.064516129
mp-568590	5.113943352	18.625
mp-31302	5.269512944	9.8
mp-638206	5.713490543	13.2
mp-849265	6.389166084	12.72727273
mp-559873	5.278753601	9
mp-744996	4.550228353	5.103448276
mp-556325	6.243038049	17.27272727
mp-766204	5.870403905	7.125
mp-30010	5.630427875	14.66666667
mp-556303	6.264817823	22.47368421
mp-744577	6.73479983	10.27272727
mp-778355	6.532754379	38.57142857
mp-760002	5.838219222	10.83333333
mp-28349	5.992553518	5
mp-558254	6.173186268	12.14285714
mp-772272	5.954724791	10
mp-27212	5.547774705	16.11111111
mp-27200	6.485721426	2.625
mp-680326	5.914343157	10
mp-759603	6.201397124	4.941176471
mp-554711	5.193124598	14
mp-19487	5.787460475	17.76923077
mp-585241	6.017033339	17.22222222
mp-540415	5.646403726	10.36363636
mp-561235	5.28780173	11
mp-774742	6.6599162	9.6
mp-6537	5.898725182	16.1
mp-614997	5.267171728	16.95652174
mp-774386	5.049218023	9.310344828
mp-777481	5.779596491	40.90909091
mp-780326	6.62838893	20.22222222
mp-772240	6.586587305	7.736842105
mp-559303	6.303196057	17.14285714
mp-21533	5.971739591	17.90909091
mp-567956	6.117271296	20.8
mp-567060	6.120573931	26.5
mp-559291	6.773054693	16.9
mp-777898	6.404833717	10.83333333
mp-758063	6.025305865	10.09090909
mp-3768	5.687528961	9
mp-705061	6.392696953	27.6
mp-752620	6.136720567	39.6
mp-558716	5.773054693	22.75
mp-733650	6.033423755	9.823529412
mp-744580	6.593286067	16.625
mp-683955	5.683047038	22.55555556
mp-23398	5.624282096	9.5
mp-554353	5.269512944	13.73333333
mp-560929	5.431363764	11.1
mp-643086	5.765668555	12.22222222
mp-510036	6.409933123	12.04761905
mp-850763	6.23299611	10.27272727
mp-721471	5.956648579	8.083333333
mp-17699	5.767897616	15.58823529
mp-555888	4.94792362	8.727272727
mp-652318	5.176091259	13.03703704
mp-18838	6.017033339	12.54545455
mp-662721	4.948901761	15.2
mp-672675	6.5132176	10.28571429
mp-767297	5.198657087	6.473684211
mp-14665	6.017033339	14.58333333
mp-746691	4.91750551	6.733333333
mp-555707	6.285557309	11.1
mp-772644	6.164352856	6.789473684
mp-27202	5.873901598	3.833333333
mp-744534	6.149219113	5.529411765
mp-561190	6.328379603	15.5
mp-560745	5.469822016	11.3
mp-600220	5.610660163	7.631578947
mp-569608	5.387389826	14
mp-621953	5.255272505	18.4
mp-770362	5.888179494	8.833333333
mp-560649	6.531478917	20.2
mp-558847	6.45484486	23.5
mp-542782	5.6599162	4.176470588
mp-29426	5.667452953	42.75
mp-768402	6.758154622	39.17647059
mp-19482	6.053078443	10.69230769
mp-27722	6.474216264	17.33333333
mp-705134	5.245512668	18.82352941
mp-707239	6.424881637	9.684210526
mp-672342	5.981365509	15.875
mp-540829	5.635483747	14.83333333
mp-679967	5.926342447	35.5
mp-744527	5.460897843	5.272727273
mp-27735	6.264817823	23
mp-734042	5.6599162	4.962962963
mp-568653	5.812244697	20.3
mp-780181	5.303196057	11.68421053
mp-571011	6.260071388	53.4
mp-540668	5.947433722	12.33333333
mp-760798	5.705007959	10
mp-640748	4.932980822	14.66666667
mp-772525	6.437750563	6.894736842
mp-558863	6.250420002	4.3
mp-556419	6.195899652	19.66666667
mp-554379	4.255272505	14.30769231
mp-560450	5.158362492	14.93333333
mp-561244	5.820201459	12.14285714
mp-560589	5.80685803	16.15384615
mp-540626	4.788875116	10.57142857
mp-557123	5.78604121	11.21428571
mp-605684	6.209515015	5.487179487
mp-745012	6.471291711	12.90909091
mp-651122	5.556302501	10.82352941
mp-6219	6.025305865	10.125
mp-704542	5.84509804	15.6
mp-771698	6.519827994	18.8
mp-558865	5.909020854	15.45454545
mp-31979	6.826074803	9.842105263
mp-771918	6.08278537	9.666666667
mp-29124	5.789580712	20
mp-3962	6.694605199	17.33333333
mp-556297	5.250420002	15.6
mp-696056	6.222716471	11.48148148
mp-641112	6.029383778	19.66666667
mp-554876	5.720159303	11.5
mp-5152	6.82672252	21
mp-555259	6.136720567	28.5
mp-707811	5.608526034	7.571428571
mp-572741	5.973589623	17.5
mp-704546	5.684845362	13.81818182
mp-708969	5.944975908	6.042553191
mp-767617	5.607455023	10.33333333
mp-567256	5.283301229	7.823529412
mp-679969	4.824776462	12.28571429
mp-19520	5.064457989	11.35294118
mp-645095	5.264817823	22.52631579
mp-27634	5.830588669	32.4
mp-648633	5.136720567	9.75
mp-560110	7	24.22222222
mp-568659	5.595496222	6.68
mp-777292	6.350248018	39.17647059
mp-557272	6.267171728	14.11111111
mp-651728	5.658964843	20.55555556
mp-27452	5.409933123	18.90909091
mp-557451	4.45331834	21.33333333
mp-559129	4.394451681	9.392857143
mp-558295	6.190331698	10.6
mp-557758	6.079181246	10.23529412
mp-653602	5.689308859	17.8
mp-605302	4.463892989	9.193548387
mp-699914	3.597695186	9.125
mp-558276	5.117271296	11.34782609
mp-540223	5.916453949	9.75
mp-867237	5.733999287	5.421052632
mp-768042	5.914871818	10.41666667
mp-697946	5.255272505	11.08571429
mp-557289	4.994756945	15.14285714
mp-662789	5.344392274	18.9
mp-783904	6.491361694	5.282051282
mp-560120	4.994317153	10.10526316
mp-569902	5.804139432	21.09090909
mp-555840	6.252853031	12.14285714
mp-553954	5.552668216	7.333333333
mp-559420	4.621176282	15.31428571
mp-705569	6.318063335	3.644444444
mp-744610	4.158362492	6.606060606
mp-504531	4.909556029	5.307692308
mp-559573	5.716837723	26.66666667
mp-754725	6.880813592	28.4
mp-571250	5.796574333	25.6
mp-770271	6.29666519	28.28571429
mp-703516	6.100370545	10.16666667
mp-560517	5.809559715	16.44444444
mp-19510	6.264817823	13.6
mp-27486	5.220108088	10
mp-24038	5.303196057	7.193548387
mp-650140	5.609594409	10.64285714
mp-744756	4.545307116	10.4
mp-707478	4.152288344	15.63636364
mp-649091	5.399673721	17.4
mp-720469	4.977266212	16.59574468
mp-28672	5.741939078	36.8
mp-554079	6.149219113	15.72727273
mp-30998	5.57054294	8.588235294
mp-558289	6.315970345	24.46153846
mp-540545	6.127104798	9
mp-768597	6.567026366	25.71428571
mp-561241	4.041392685	18
mp-556831	5.868056362	16.18181818
mp-745164	6.220108088	9.5625
mp-733509	5.944975908	8.666666667
mp-561154	6.691965103	12
mp-555085	5.506505032	12.33333333
mp-556518	4.741151599	10.94736842
mp-5960	6.789580712	20
mp-735512	4.298853076	4.703703704
mp-561321	5.217483944	14.15384615
mp-707285	5.725094521	7.971428571
mp-542662	6.139879086	25.90909091
mp-770494	6.605305046	47.71428571
mp-554686	4.945468585	15.13043478
mp-540629	6.252853031	22.63636364
mp-555532	4.411619706	10.875
mp-849433	5.862131379	9.571428571
mp-557935	5.565847819	12.18518519
mp-735603	4.900913068	5.2
mp-561584	6.884795364	25
mp-4599	6.553883027	23.33333333
mp-573568	4.923761961	44.33333333
mp-703348	5.294466226	14.125
mp-3735	6.593286067	18.5
mp-554059	7.004321374	24.6
mp-558122	6.942999593	18.42857143
mp-753953	7.037426498	24.2
mp-560489	6.369215857	22.69230769
mp-720397	4.671172843	5.25
mp-696078	5.204119983	11.76470588
mp-15059	5.800717078	19.66666667
mp-510661	6.586587305	22.69230769
mp-570186	6.021189299	37.36363636
mp-735485	5.51054501	11.03225806
mp-583646	6.382017043	16.61538462
mp-722263	5.922725458	5.677419355
mp-707219	5.818225894	9.028571429
mp-851090	6.178976947	25.71428571
mp-722280	4.638489257	9.363636364
mp-649177	4.551449998	16.43243243
mp-780003	6.071882007	14.63157895
mp-555067	5.958085849	11.09090909
mp-568785	4.698100546	16.58823529
mp-25486	5.235528447	10.52380952
mp-772158	6.645422269	54
mp-16461	6.399673721	19.27272727
mp-772219	6.604226053	54
mp-762358	5.959994838	8.083333333
mp-772063	6.225309282	28.28571429
mp-559706	6.683047038	10.91666667
mp-553890	5.42975228	9.068965517
mp-557538	6.444044796	14.43478261
mp-772080	6.881384657	54
mp-772916	6.875061263	54
mp-771963	6.668385917	28.8
mp-744862	4.670245853	5.063829787
mp-560412	5.737987326	10.5
mp-561127	5.397940009	10.44444444
mp-632532	6.911690159	37.6
mp-28899	6.689308859	49
mp-27577	6.857332496	41.33333333
mp-35171	6.469822016	16.5
mp-720842	7.250420002	10.27272727
mp-4016	7.184691431	36
mp-28579	6.298853076	64.28571429
mp-28900	6.87909588	38.33333333
mp-29245	6.86923172	29.33333333
mp-11677	7.021189299	30.44444444
mp-19363	6.624282096	25.66666667
mp-18347	6.442479769	34
mp-28011	6.605305046	44.28571429
mp-11692	6.501059262	36.44444444
mp-675800	6.86569606	9.111111111
mp-865274	6.856124444	40.5
mp-505700	5.944482672	34
mp-27749	6.496929648	27.23076923
mp-16961	5.776701184	22.13333333
mp-3922	6.752816431	32.5
mp-7293	6.534026106	39.4
mp-680384	5.100370545	20.51428571
mp-752827	5.950851459	27.77777778
mp-755020	5.922206277	44
mp-17650	6.120573931	20.5
mp-2951	5.851258349	20.8
mp-683910	6.127104798	26.19047619
mp-571162	6.558708571	16.66666667
mp-675797	5.846337112	19.42857143
mp-557531	6.87909588	25.55555556
mp-754521	6.503790683	21.33333333
mp-667323	5.922725458	19.71428571
mp-541677	5.973127854	21.25
mp-669333	4.56937391	16.47058824
mp-557993	6.428134794	33
mp-29558	5.899820502	37.25
mp-756500	5.722633923	46
mp-22804	5.334453751	16.3
mp-696806	6.037426498	16.22222222
mp-769050	6.907411361	15.83333333
mp-557183	5.939519253	15.2
mp-554641	5.77524626	15.57142857
mp-23421	6.396199347	28.5
mp-561369	6.193124598	20.9
mp-779511	6.285557309	24.66666667
mp-18253	6.117271296	18.16666667
mp-680450	6.930949031	34.42857143
mp-23720	6.662757832	3.142857143
mp-22450	6.278753601	18.66666667
mp-559520	5.31386722	19
mp-777814	5.582063363	14.8
mp-554778	5.888179494	12.6
mp-775767	6.127104798	20.8
mp-559710	5.45331834	16.54545455
mp-6526	6.075546961	16.75
mp-754667	5.7084209	50
mp-542331	6.278753601	13.27272727
mp-10293	6.184691431	22.66666667
mp-556178	5.471291711	16.15384615
mp-603907	6.136720567	10
mp-558629	6.093421685	18.83333333
mp-570553	6.886490725	17.2
mp-772864	5.53529412	19.77777778
mp-562182	6.103803721	13.6
mp-30292	6.913283902	39.55555556
mp-17979	5.086359831	13.38461538
mp-634113	6.178976947	14.72727273
mp-770409	5.970346876	26.25
mp-3788	6.301029996	12.16666667
mp-6822	5.920123326	11.8
mp-542459	4.937016107	18.92307692
mp-542833	5.932980822	13.45454545
mp-15511	6.679427897	20
mp-768572	6.198657087	12.6
mp-1819	6.64246452	22.33333333
mp-772185	6.498310554	14.53333333
mp-766250	5.604226053	8.780487805
mp-562517	5.758154622	10.8
mp-571333	6.541579244	13.07692308
mp-561441	5.995196292	18.75
mp-573658	6.139879086	39.33333333
mp-10390	6.456366033	26.57142857
mp-11684	5.96425963	10
mp-776074	6.120573931	15.2
mp-555087	5.72916479	26.75
mp-7594	5.514547753	19
mp-15547	6.195899652	13.27272727
mp-641365	7.017033339	31.33333333
mp-9675	6.10720997	33.33333333
mp-8230	5.900913068	12
mp-23781	5.587710965	14.85714286
mp-540862	5.619093331	14.8
mp-3928	5.519827994	10
mp-675953	6.555094449	32.57142857
mp-680722	5.903632516	38.32432432
mp-18620	5.989449818	10
mp-561467	6.401400541	24.14285714
mp-8957	5.591064607	15.27272727
mp-607806	6.921686475	44.28571429
mp-28810	6.716003344	12.66666667
mp-555786	6.526339277	30
mp-27564	5.5132176	8.545454545
mp-643066	6.240549248	9.777777778
mp-27197	5.472756449	12.76923077
mp-864766	5.671172843	10
mp-866339	5.672097858	14
mp-720334	5.267171728	5.483870968
mp-5477	5.641474111	12.36363636
mp-17839	5.46686762	14.28571429
mp-555366	5.260071388	12.55555556
mp-6479	5.759667845	13.38888889
mp-17012	6.691965103	20
mp-16737	5.77815125	7.6
mp-6397	5.768638101	10.61538462
mp-18255	5.627365857	14.16666667
mp-779622	5.614897216	8.545454545
mp-755403	6.064457989	21.55555556
mp-510273	6.408239965	30.5
mp-699266	4.874481818	7.44
mp-706912	5.294466226	10.5
mp-773016	6.127104798	16.10526316
mp-772744	6.100370545	15.89473684
mp-866612	6.436162647	14.5
mp-29521	6.572871602	34
mp-17439	5.795880017	13.16666667
mp-707900	5.545307116	6.652173913
mp-752393	6.146128036	8.545454545
mp-9720	6.235528447	24.33333333
mp-558198	6.089905111	12.76923077
mp-17661	5.663700925	14.05555556
mp-558480	5.243038049	11.45454545
mp-572598	5.42975228	28.22222222
mp-752728	4.888179494	14.72727273
mp-4871	5.836324116	12.75
mp-621924	5.436162647	19.8
mp-555082	5.967079734	9.142857143
mp-12237	5.81756537	12.7
mp-23872	5.029383778	8.714285714
mp-554583	5.778874472	12.65
mp-558455	5.558708571	6.952380952
mp-690733	5.772321707	7.142857143
mp-554673	5.760422483	11.38461538
mp-720642	5.352182518	5.733333333
mp-557104	5.896526217	7.333333333
mp-541108	5.505149978	13.42857143
mp-3520	6.08278537	16.5
mp-754665	6.631443769	22.22222222
mp-17400	6.507855872	34.33333333
mp-20210	6.67669361	38.4
mp-24570	6.093421685	8.526315789
mp-29598	6.63447727	10
mp-562490	6.017033339	10
mp-757176	6.482873584	20
mp-768519	6.301029996	19.77777778
mp-752753	5.802089258	19
mp-3756	6.672097858	27.83333333
mp-755619	6.725094521	16.90909091
mp-559557	6.008600172	10.25806452
mp-553925	5.416640507	9.6
mp-4156	6.471291711	11.66666667
mp-604	6.482873584	17.42857143
mp-772610	5.460897843	19.52941176
mp-642648	6.292256071	8.666666667
mp-23897	5.603144373	17.42857143
mp-697977	6.748188027	9.6
mp-9843	7.127104798	22.22222222
mp-23852	5.675778342	6.333333333
mp-4718	6.63447727	27.5
mp-27553	6.305351369	25.2
mp-738615	5.884795364	14.33333333
mp-768253	5.365487985	14.5
mp-560420	6.123851641	18.2
mp-15254	5.139879086	7.6
mp-28562	6.579783597	34.5
mp-721712	6.008600172	6
mp-28251	6.049218023	23.07692308
mp-1167	5.176091259	8.4
mp-554185	5.008600172	10
mp-752733	6.727541257	15.5
mp-625821	6.352182518	8.181818182
mp-625809	6.045322979	9.818181818
mp-24534	5.769377326	8.833333333
mp-25975	6.056904851	11
mp-10418	6.431363764	26
mp-6066	6.008600172	19.5
mp-770469	6.190331698	11.63636364
mp-757669	4.492760389	9.333333333
mp-557146	6.309630167	14.4
mp-29302	6.646403726	29.63636364
mp-27187	5.982271233	16.75
mp-557251	6.662757832	36
mp-15558	5.136720567	9.4
mp-776239	7.017033339	20.4
mp-41634	4.818885415	12.66666667
mp-9178	6.271841607	19.5
mp-567658	6.663700925	19
mp-850974	5.530199698	11.53333333
mp-759680	6.318063335	16.2
mp-774407	6.746634199	33.09090909
mp-27892	6.008600172	2.777777778
mp-676563	6.932473765	25.76470588
mp-754408	6.632457292	52
mp-11009	6.950851459	11.14285714
mp-2843	6.715167358	22.66666667
mp-542846	6.957607287	24.5
mp-3901	6.72916479	22.16666667
mp-753709	6.648360011	48
mp-559289	6.689308859	24
mp-696683	5.515873844	13.84615385
mp-557914	6.688419822	28.5
mp-36864	6.674861141	8.666666667
mp-31039	5.36361198	23.41176471
mp-772640	5.701567985	20.44444444
mp-696740	6.631443769	10
mp-752675	5.928395852	20
mp-756560	6.746634199	10.66666667
mp-735578	5.921686475	12.85714286
mp-757131	5.421603927	12.11764706
mp-558982	6.127104798	16.875
mp-27033	6.324282455	11.83333333
mp-28256	6.235528447	32
mp-542724	6.72916479	21.66666667
mp-27576	6.361727836	14.25
mp-504207	6.264817823	11.66666667
mp-560119	6.729974286	27
mp-9807	6.338456494	14.5
mp-560964	6.618048097	22.35714286
mp-570046	5.713490543	23
mp-31033	6.089905111	21.6
mp-504353	6.021189299	11.66666667
mp-559154	6.685741739	20.11764706
mp-11709	6.831229694	12.5
mp-554930	5.931457871	21.71428571
mp-4709	6.740362689	22
mp-561132	6.640481437	25.45454545
mp-11183	6.711807229	12.2
mp-555349	6.668385917	20
mp-757495	5.795880017	12.11764706
mp-561257	6.164352856	15.66666667
mp-754903	6.788875116	10.2
mp-30239	6.999130541	20
mp-684017	6.592176757	22
mp-504354	6.068185862	13.44444444
mp-31924	5.931966115	10.36363636
mp-753130	6.752048448	8.666666667
mp-772919	6.23299611	17.04
mp-555109	6.712649702	23.66666667
mp-626241	5.424881637	4.962962963
mp-758031	6.068185862	10.20689655
mp-736272	6.786751422	6.689655172
mp-557031	6.025305865	16
mp-567424	5.760422483	29.33333333
mp-753544	6.385606274	18.83333333
mp-556472	5.779596491	13
mp-29228	6.247973266	14.18181818
mp-555088	6.426511261	38.30769231
mp-560490	6.746634199	18
mp-738609	5.940516485	4.058823529
mp-568546	6.008600172	40.83333333
mp-863365	6.176091259	11.15789474
mp-4649	6.552668216	19.25
mp-706366	4.621176282	9.627906977
mp-685194	6.133538908	10.38095238
mp-562065	6.514547753	10.33333333
mp-650124	6.7084209	33.47826087
mp-755083	6.394451681	25.71428571
mp-767192	6.846337112	14.22222222
mp-555117	6.31386722	38.30769231
mp-684042	6.710963119	15.8
mp-756245	7.130333768	51.42857143
mp-28072	6.898176483	18
mp-768794	6.805500858	15.11111111
mp-27310	6.356025857	16.70588235
mp-606510	6.567026366	55.75
mp-573812	6.149219113	37.71428571
mp-760170	6.519827994	27.03448276
mp-777356	6.307496038	16.63157895
mp-556185	6.447158031	15.66666667
mp-765076	5.982723388	10.8
mp-849325	6.120573931	13.66666667
mp-561490	6.421603927	18.66666667
mp-6050	6.944975908	19
mp-19367	6.120573931	11.1
mp-759587	6.522444234	11.66666667
mp-773126	6.220108088	26
mp-720494	5.618048097	9.179487179
mp-558893	5.278753601	12.28571429
mp-690824	6.068185862	6.888888889
