mpid,formula,crystal_system,e_hull,band_gap,formation,space_group
mp-2355707,NbSeI,3,0,0.1059,-1.038657255,44
mp-4728,Cu2GeSe3,3,0,0.0,-0.481090259,44
mp-662547,PSeCl9,3,0,2.244,-0.533182666,46
mp-29249,GeAsSe,3,0,1.4797,-0.328340145,52
mp-555942,Er3SiSe2O10F,3,0,4.0849,-3.057170585,52
mp-28741,CuSe3Br,3,0,1.0299,-0.552620114,53
mp-28954,Tl2PdSe2,3,0,0.0,-0.446582549,55
mp-574529,Al(SeCl2)2,3,0,1.3809,-1.06916552,55
mp-541509,Ta2Ni3Se8,3,0,0.3317,-0.880332752,55
mp-4425,Ta2Pt3Se8,3,0,0.6803,-0.923180313,55
mp-504898,Nb2Pd3Se8,3,0,0.3082,-0.715863974,55
mp-18010,Ta2Pd3Se8,3,0,0.5261,-0.711217659,55
mp-557746,Zn2SeCl2O3,3,0,4.0926,-1.52180892,56
mp-1196063,Ga2Se2O7,3,0,3.4975,-1.398936281,56
mp-1199125,In2Se2O7,3,0,2.8578,-1.317503235,56
mp-17913,Tb2SiSeO4,3,0,2.5839,-3.40698017,57
mp-18610,Sm2SiSeO4,3,0,2.693,-3.391587114,57
mp-18466,Nd2SiSeO4,3,0,2.6009,-3.37848455,57
mp-17834,La2SiSeO4,3,0,2.2089,-3.452398341,57
mp-1200831,AlH6C2SeCl3,3,0,4.6429,-0.756754857,57
mp-557135,VAgSeO5,3,0,0.9513,-1.543515004,57
mp-759925,Zn2Hg2H2Se2O11,3,0,1.4492,-1.221487576,57
mp-1202434,KNb3(SeO6)2,3,0,2.3298,-2.411115559,57
mp-570817,Cu2P8Se3I2,3,0,1.3298,-0.285722006,57
mp-683899,Cu2P8Se3Br2,3,0,1.2899,-0.35172889,57
mp-558550,Ag4Mo2Se3O16,3,0,1.6559,-1.224472908,57
mp-1201920,CsSe4,3,0,0.9736,-0.817273764,57
mp-679999,Re3(SeCl)7,3,0,1.5043,-0.514737687,57
mp-1120728,GaSeCl,3,0,2.51,-0.972340868,58
mp-620032,Ti2Se,3,0,0.0,-0.98612386,58
mp-22642,Zr2Se,3,0,0.0,-1.062496987,58
mp-1207433,Zr6FeSe2,3,0,0.0,-0.784252765,58
mp-2000,CuSe2,3,0,0.0,-0.133860659,58
mp-760,FeSe2,3,0,0.3741,-0.66971696,58
mp-562762,Ba2CoSe2(ClO3)2,3,0,1.448,-2.0908207,58
mp-1211581,La2Ta3(SeO4)2,3,0,0.8938,-3.199233373,58
mp-20862,CoSe2,3,0,0.0,-0.345678589,58
mp-6105,Pr2Ta3(SeO4)2,3,0,0.9477,-3.151924805,58
mp-1199971,Rb2PH4Se3O2,3,0,1.3946,-1.137549157,58
mp-21575,Pr3InSe6,3,0,0.6879,-1.836635497,58
mp-645695,La3LuSe6,3,0,0.4845,-2.317303534,58
mp-21562,Sm3InSe6,3,0,0.7093,-1.823064898,58
mp-645694,Ce3LuSe6,3,0,0.0,-2.115395,58
mp-22744,Ta11(NiSe4)2,3,0,0.0,-0.746391374,58
mp-21656,Ta11(FeSe4)2,3,0,0.0,-0.726053366,58
mp-1208587,Ta11(SiSe4)2,3,0,0.0,-0.766046802,58
mp-28238,Ba4Sb4Se11,3,0,1.1384,-1.306427226,58
mp-28458,ErSeI,3,0,2.309,-1.986048547,59
mp-628637,Cu3BiSe2BrO8,3,0,0.0,-1.199308477,59
mp-669425,Cu3BiSe2IO8,3,0,0.0,-1.156574313,59
mp-505104,Cu3BiSe2ClO8,3,0,0.0,-1.213212205,59
mp-572807,NdCu3Se2ClO8,3,0,0.134,-1.59505842,59
mp-1202782,Hg3Pd8Se9,3,0,0.0,-0.527009199,59
mp-3123,PPdSe,3,0,0.9677,-0.445084968,60
mp-18973,CoSe2O5,3,0,2.3763,-1.270081397,60
mp-17901,MnSe2O5,3,0,2.4338,-1.493966741,60
mp-16771,MgSe2O5,3,0,3.0277,-1.754712265,60
mp-18373,ZnSe2O5,3,0,3.0515,-1.370188999,60
mp-1105666,Rh2Se3,3,0,0.0,-0.512150367,60
mp-769232,Dy2(SeO4)3,3,0,3.7761,-1.744309734,60
mp-769147,Y2(SeO4)3,3,0,3.8169,-1.737723386,60
mp-1212008,K2Hg3Se4,3,0,1.1091,-0.695246188,60
mp-650674,TeAs(Se2F3)2,3,0,1.376,-1.667749025,60
mp-570241,K6PdSe20,3,0,0.9558,-0.838329458,60
mp-5338,ZnSeO3,3,0,3.9227,-1.499848063,61
mp-1195199,VPbSeO5F,3,0,2.8394,-1.958801833,61
mp-707536,KHSeO4,3,0,3.5239,-1.501268321,61
mp-720376,H4SeO5,3,0,3.5177,-0.86355144,61
mp-1198762,InSeClO3,3,0,3.3798,-1.544070108,61
mp-505511,CoAsSe,3,0,0.3947,-0.38076552,61
mp-10368,CoPSe,3,0,0.6371,-0.6121159,61
mp-27845,CaSe2O5,3,0,3.4779,-1.588793647,61
mp-1203437,GdH(SeO4)2,3,0,2.8802,-1.448971708,61
mp-1199825,Eu(SeO4)2,3,0,0.0,-1.490792403,61
mp-558763,Ag2Hg(SeO3)2,3,0,1.8132,-0.911725413,61
mp-559568,K2Se2O5,3,0,3.4243,-1.66613677,61
mp-2418,PdSe2,3,0,0.4001,-0.32612803,61
mp-21838,Ce(SeO4)2,3,0,1.2847,-1.839155192,61
mp-765350,LaHSe3O10,3,0,1.5061,-1.640745348,61
mp-1204033,LaTlGeSe4,3,0,1.3104,-1.243340758,61
mp-29377,K5GaSe4,3,0,2.4449,-1.270132141,61
mp-654129,GaAg(PSe3)2,3,0,1.5033,-0.503841385,61
mp-567437,Pd(Se4Cl)2,3,0,1.3385,-0.20242244,61
mp-667286,Re6Te7Se8,3,0,0.741,-0.643734733,61
mp-560666,K4Nb2Se11O,3,0,1.165,-1.257634095,61
mp-12010,BaSeO4,3,0,3.7215,-2.153315008,62
mp-1095656,LuAsSe,3,0,0.0,-1.513333644,62
mp-1194398,GaHSeO4,3,0,4.1423,-1.337732695,62
mp-1207618,YSeClO3,3,0,4.3562,-2.464918389,62
mp-23587,HoSeClO3,3,0,4.3572,-2.487719827,62
mp-558257,DySeClO3,3,0,4.3669,-2.485879851,62
mp-12271,MgSeO3,3,0,4.0013,-2.022154306,62
mp-1213048,ErAsSe,3,0,0.4869,-1.624067245,62
mp-556551,GdSeClO3,3,0,2.993,-2.456530905,62
mp-555650,NdSeClO3,3,0,4.1926,-2.431677543,62
mp-1102476,TbAsSe,3,0,0.0751,-1.597437551,62
mp-22996,SbSeI,3,0,1.3811,-0.618762824,62
mp-610491,BiSeCl,3,0,1.8404,-1.023609684,62
mp-17921,NbSeOF7,3,0,4.5147,-2.738813172,62
mp-774848,H10SeO8,3,0,3.9706,-0.960636051,62
mp-28603,NaLiSe,3,0,2.4375,-1.371980806,62
mp-1212091,HoAsSe,3,0,0.2103,-1.641820131,62
mp-9228,HgSeO3,3,0,2.5571,-0.693308039,62
mp-558516,TmSeClO3,3,0,4.3368,-2.497914767,62
mp-554040,CuSeO4,3,0,0.0,-1.006986717,62
mp-1208883,SmAsSe,3,0,0.5545,-1.690274806,62
mp-1209547,PrAsSe,3,0,0.1006,-1.687035708,62
mp-1095263,HoSeF,3,0,2.8304,-3.214377988,62
mp-556349,Rb2MoSeO6,3,0,3.1275,-1.915540393,62
mp-1102952,DyAsSe,3,0,0.0782,-1.660466565,62
mp-29238,TlAgSe,3,0,0.6001,-0.395075532,62
mp-639138,EuSeClO3,3,0,0.0,-2.131599988,62
mp-623590,RbV2SeO7,3,0,1.7403,-2.125500955,62
mp-778924,ZnSeO4,3,0,2.0896,-1.353584673,62
mp-1102246,LaSeCl,3,0,1.336,-2.517520758,62
mp-691,SnSe,3,0,0.5159,-0.453546308,62
mp-554063,SmSeClO3,3,0,4.4293,-2.46079142,62
mp-1201675,Sr2Mn2SeO4,3,0,1.8317,-2.401541966,62
mp-607004,CeAsSe,3,0,0.0,-1.603896787,62
mp-1203567,KV2SeO7,3,0,2.1253,-2.12179378,62
mp-700,GeSe,3,0,0.8988,-0.451703091,62
mp-9186,CdSeO3,3,0,3.0904,-1.411899601,62
mp-1103153,CeSbSe,3,0,0.0,-1.581840587,62
mp-554903,TbSeClO3,3,0,4.3868,-2.484231868,62
mp-1103398,TmAsSe,3,0,0.0,-1.549127017,62
mp-4618,Rb2SeO4,3,0,3.6558,-1.800103376,62
mp-1095603,YAsSe,3,0,0.0623,-1.660663581,62
mp-1209072,SbSeBr,3,0,1.4378,-0.804300927,62
mp-20460,NiSeO3,3,0,0.0,-1.25252271,62
mp-28595,KNaSe,3,0,2.0175,-1.313273758,62
mp-1103651,NdSbSe,3,0,0.0,-1.614989898,62
mp-1102382,CuAsSe,3,0,0.0,-0.173306945,62
mp-23086,ErSeClO3,3,0,4.3487,-2.493069155,62
mp-562442,Cs2SeO4,3,0,3.8216,-1.804325295,62
mp-27199,AuSeBr,3,0,0.6303,-0.518834375,62
mp-23096,LuSeClO3,3,0,4.3364,-2.497649715,62
mp-622009,TaNi2TeSe,3,0,0.0,-0.642832238,62
mp-569427,K4Sn(TeSe)2,3,0,1.5606,-1.136844989,62
mp-1194561,NaSc(SeO3)2,3,0,3.8413,-2.140923622,62
mp-1202879,NaGa(SeO3)2,3,0,3.2216,-1.661487327,62
mp-697551,NaCo2HSe2O7,3,0,2.7575,-1.434474185,62
mp-1192175,RhSe2,3,0,0.0,-0.516259633,62
mp-654225,KFe(SeO3)2,3,0,2.1843,-1.571826047,62
mp-1361,IrSe2,3,0,0.0517,-0.423941924,62
mp-1195419,NaMg2HSe2O7,3,0,4.567,-2.017157578,62
mp-1194629,CsSc(SeO3)2,3,0,4.1332,-2.16602743,62
mp-1194726,Li2Se2O7,3,0,2.9445,-1.52849289,62
mp-1195500,RbY(SeO3)2,3,0,4.2881,-2.208774087,62
mp-1228544,Ba2MnTeSe2,3,0,0.0,-1.674919764,62
mp-1194569,KY(SeO3)2,3,0,4.2541,-2.213435585,62
mp-880385,NaFe(SeO3)2,3,0,2.2783,-1.547695346,62
mp-20331,CuSbSe2,3,0,0.4986,-0.248575811,62
mp-1195788,K2Mo2Se2O11,3,0,2.787,-1.821387208,62
mp-554901,Ga2Mo(SeO5)2,3,0,3.6065,-1.752421634,62
mp-558478,La3NbSe2(O2F)2,3,0,1.433,-3.438319511,62
mp-558490,Tb3Se2ClO8,3,0,4.0674,-2.812783029,62
mp-1203541,KGa(SeO3)2,3,0,3.2192,-1.704455529,62
mp-1204472,Y3Se2ClO8,3,0,4.2071,-2.791377684,62
mp-662599,Ag3AsSe3,3,0,0.8906,-0.302367482,62
mp-554805,Sr3Se3(ClO4)2,3,0,3.4263,-2.240286095,62
mp-567983,ErCuPbSe3,3,0,1.1331,-1.235050552,62
mp-15081,Sm2Se3,3,0,0.3737,-2.198047837,62
mp-4350,La2(SeO3)3,3,0,3.512,-2.338560756,62
mp-1105933,LaCrSe3,3,0,0.0,-1.573557187,62
mp-17660,SrPrCuSe3,3,0,1.0231,-1.766424609,62
mp-1190889,SrGdCuSe3,3,0,1.0135,-1.793536467,62
mp-15236,CrSbSe3,3,0,0.0,-0.68635182,62
mp-541430,BaLaCuSe3,3,0,1.2053,-1.85693812,62
mp-17805,Ba2SnSe3F2,3,0,1.7222,-2.426814335,62
mp-645172,CsAs2Se3,3,0,1.3891,-0.704343556,62
mp-15257,Tb2Se3,3,0,0.3411,-2.153581607,62
mp-571470,Na2SnSe3,3,0,0.9477,-1.014586782,62
mp-864797,NdCrSe3,3,0,0.0,-1.48949707,62
mp-1210071,Nd2(SeO3)3,3,0,3.4891,-2.031295035,62
mp-1188175,Gd2Se3,3,0,0.449,-2.143875061,62
mp-18513,Ba2MnSe3,3,0,1.0675,-1.772629814,62
mp-1195181,Co4Se3Cl2O9,3,0,2.4618,-1.294231586,62
mp-1202890,K2B2Se3O10,3,0,4.1143,-1.948063237,62
mp-29237,Tl2SnSe3,3,0,0.9887,-0.633619698,62
mp-20170,CeCrSe3,3,0,0.0,-1.471222202,62
mp-1209975,Nd3Se3N,3,0,0.9413,-2.104354389,62
mp-2160,Sb2Se3,3,0,0.7564,-0.284494588,62
mp-601286,TbCuPbSe3,3,0,1.2303,-1.241465799,62
mp-685607,CsTaSe3,3,0,0.0868,-1.268325643,62
mp-567391,Dy3Se3N,3,0,1.171,-2.152805242,62
mp-1193201,Gd3Se3N,3,0,1.1217,-2.096541347,62
mp-861512,PrCrSe3,3,0,0.0,-1.4921576,62
mp-7368,Dy2Se3,3,0,0.3663,-2.162599037,62
mp-8829,CrGaSe3,3,0,0.0,-0.861763318,62
mp-505448,NaHfCuSe3,3,0,0.3845,-1.285682784,62
mp-1232181,Pm2Se3,3,0,0.4855,-2.213014863,62
mp-6244,HoCuPbSe3,3,0,1.1844,-1.236458507,62
mp-505172,NaZrCuSe3,3,0,0.2968,-1.287678904,62
mp-998427,BaZrSe3,3,0,0.3726,-1.920462956,62
mp-1209746,Pr3Se3N,3,0,0.976,-2.083580023,62
mp-601257,DyCuPbSe3,3,0,1.2087,-1.238325186,62
mp-640324,TmCuPbSe3,3,0,1.1223,-1.228736204,62
mp-645692,Eu(LuSe2)2,3,0,0.1428,-2.22543679,62
mp-17283,K3NbSe4,3,0,1.8249,-1.347845455,62
mp-28292,Na4GeSe4,3,0,1.7906,-1.087092957,62
mp-17811,Cs3SbSe4,3,0,1.4333,-1.124799868,62
mp-4160,Tl3PSe4,3,0,1.5581,-0.42051894,62
mp-1193169,Ba(TmSe2)2,3,0,1.3804,-2.229560272,62
mp-16818,Rb2Cd3Se4,3,0,1.4123,-1.04234897,62
mp-1194183,Ca2SiSe4,3,0,2.4024,-1.547400127,62
mp-1193787,Eu(YSe2)2,3,0,0.1244,-2.255406476,62
mp-1193100,Sr(YSe2)2,3,0,1.4587,-2.267338949,62
mp-18305,Rb3AsSe4,3,0,1.3144,-1.055199601,62
mp-1193232,Rb2MoSe4,3,0,1.0392,-1.099977281,62
mp-862729,Sr(DySe2)2,3,0,1.3579,-2.262229979,62
mp-31313,K3PSe4,3,0,1.6858,-1.098334638,62
mp-541963,Rb3(FeSe2)2,3,0,0.0,-0.952661351,62
mp-18156,KBaPSe4,3,0,1.2588,-1.289564559,62
mp-645690,Eu(DySe2)2,3,0,0.1657,-2.250812705,62
mp-1201566,Tl3AsSe4,3,0,0.845,-0.513113273,62
mp-640047,Mn2GeSe4,3,0,0.0,-0.600204366,62
mp-866654,Cs2MoSe4,3,0,1.3568,-1.137980644,62
mp-1193520,Sr(ErSe2)2,3,0,1.4083,-2.250829536,62
mp-1193797,Ba(DySe2)2,3,0,1.3765,-2.239951935,62
mp-1193917,Sr(TbSe2)2,3,0,1.4432,-2.215435641,62
mp-1192582,Mg2SiSe4,3,0,2.131,-1.174351987,62
mp-1192805,Ba(ErSe2)2,3,0,1.3665,-2.236903162,62
mp-17367,Mn2SiSe4,3,0,0.0,-0.695007659,62
mp-1194410,Ba(GdSe2)2,3,0,1.2255,-2.254198866,62
mp-1193757,Ba(SmSe2)2,3,0,1.4344,-2.236313439,62
mp-583193,Cs3PSe4,3,0,1.8309,-1.129752157,62
mp-1192856,Rb2WSe4,3,0,1.3613,-1.108412197,62
mp-1197539,K3AsSe4,3,0,1.1131,-1.041859041,62
mp-1198419,K2Cd3Se4,3,0,1.4028,-1.031509651,62
mp-17638,Rb3SbSe4,3,0,1.3317,-1.098475426,62
mp-646337,Tb2EuSe4,3,0,0.1933,-2.196415629,62
mp-1193885,Eu(HoSe2)2,3,0,0.1142,-2.191607406,62
mp-1192674,Ba(LuSe2)2,3,0,1.3977,-2.217454518,62
mp-1194337,Sr(LuSe2)2,3,0,1.431,-2.235004941,62
mp-541998,K3(FeSe2)2,3,0,0.0,-0.957346822,62
mp-30931,Na4SiSe4,3,0,2.1322,-1.137227839,62
mp-1192564,Mg2GeSe4,3,0,1.4938,-1.09558761,62
mp-18138,K2WSe4,3,0,1.2241,-0.975480802,62
mp-1193277,CsPPbSe4,3,0,1.5613,-0.832650727,62
mp-1201774,Cs3AsSe4,3,0,1.2725,-1.074429731,62
mp-1193099,Ba(YSe2)2,3,0,1.4872,-2.240760022,62
mp-1193984,Eu(ErSe2)2,3,0,0.1958,-2.240364022,62
mp-18132,K4SnSe4,3,0,1.7396,-1.229172124,62
mp-1195333,Nd2ZrSe5,3,0,0.7389,-1.984020234,62
mp-1195309,Ba2GaAsSe5,3,0,1.8703,-1.438995982,62
mp-1194651,Ce2ZrSe5,3,0,0.0,-2.004439598,62
mp-1195609,Pr2ZrSe5,3,0,0.7201,-1.986282793,62
mp-1006367,Ce2HfSe5,3,0,0.0,-1.940497612,62
mp-1209327,RbBi3Se5,3,0,0.984,-0.850307757,62
mp-567928,CsBi3Se5,3,0,0.9988,-0.86207068,62
mp-1198114,RbSb3Se5,3,0,0.6849,-0.715230637,62
mp-1203387,Ba2GaSbSe5,3,0,1.8067,-1.477086529,62
mp-18335,Ba2Ge2Se5,3,0,1.2918,-1.386570678,62
mp-28851,Na4Cd3Se5,3,0,1.0243,-1.040989785,62
mp-1197516,La2HfSe5,3,0,0.803,-2.061186777,62
mp-1198078,Sm2ZrSe5,3,0,0.8425,-1.966999839,62
mp-1203584,Ba2GaBiSe5,3,0,1.7506,-1.498955658,62
mp-17410,CsEr3Se5,3,0,1.5438,-2.094139397,62
mp-1200409,La2ZrSe5,3,0,0.8312,-2.086609165,62
mp-1229290,CsSc3H6(Se3O10)2,3,0,4.2325,-1.898042747,62
mp-1229308,CsIn3H6(Se3O10)2,3,0,3.563,-1.472974675,62
mp-1200788,Cu3P8(Se2Br)3,3,0,1.3646,-0.415590892,62
mp-1204251,Ta8CoSe8,3,0,0.0,-0.869469727,62
mp-567322,KSm2Sb3Se8,3,0,0.5094,-1.247280547,62
mp-570836,K5Ag2(AsSe3)3,3,0,0.9497,-0.846303704,62
mp-571473,K2Sm2As2Se9,3,0,1.0577,-1.272169414,62
mp-1197848,Cs5As5Se9,3,0,1.2854,-0.869428427,62
mp-551407,CoSeO4,3,0,1.3657,-1.330900798,63
mp-571486,CuSe,3,0,0.0,-0.185226067,63
mp-18817,NiSeO4,3,0,2.1705,-1.186202202,63
mp-9731,RbAuSe,3,0,1.7116,-0.906882402,63
mp-4034,LaTe2Se,3,0,0.0,-1.581523716,63
mp-574599,CsAuSe,3,0,1.7093,-0.926488394,63
mp-30125,PrTe2Se,3,0,0.0,-1.321984878,63
mp-12630,MgSeO4,3,0,2.869,-1.867882592,63
mp-9881,KAuSe,3,0,1.816,-0.854975934,63
mp-761036,CdSeO4,3,0,1.6838,-1.307227757,63
mp-4437,NdTe2Se,3,0,0.0,-1.312472164,63
mp-11118,CsPrCdSe3,3,0,1.9664,-1.583571029,63
mp-1101781,BaErCuSe3,3,0,0.9489,-1.807193111,63
mp-662563,CsFe2Se3,3,0,0.0,-0.759087651,63
mp-6647,BaYAgSe3,3,0,1.3282,-1.773074978,63
mp-7050,ZrTlCuSe3,3,0,0.2271,-1.092194374,63
mp-1102849,BaErAgSe3,3,0,1.3771,-1.763950363,63
mp-7152,CsZrCuSe3,3,0,0.2984,-1.356827368,63
mp-574620,CsYZnSe3,3,0,2.1117,-1.64645273,63
mp-11116,CsYCdSe3,3,0,2.0855,-1.58216651,63
mp-1213646,CsYMnSe3,3,0,0.5245,-1.566547631,63
mp-22291,CsGdHgSe3,3,0,0.0,-1.473733062,63
mp-1213063,CsTbMnSe3,3,0,0.5118,-1.56897399,63
mp-7155,CsErZnSe3,3,0,2.1566,-1.647716224,63
mp-574426,CsCeCdSe3,3,0,0.0184,-1.568967953,63
mp-1213648,CsTmMnSe3,3,0,0.5038,-1.558047514,63
mp-20157,BaGdCuSe3,3,0,0.8826,-1.823016103,63
mp-510062,CsSmCdSe3,3,0,2.0217,-1.589901298,63
mp-505712,CsHoZnSe3,3,0,2.1295,-1.646868639,63
mp-505709,CsSmZnSe3,3,0,2.0424,-1.644281941,63
mp-11123,CsYHgSe3,3,0,1.3946,-1.457450387,63
mp-13326,PrLuSe3,3,0,0.4935,-2.189735595,63
mp-505713,CsTmZnSe3,3,0,2.1716,-1.640338292,63
mp-1101801,BaYCuSe3,3,0,0.9653,-1.80976756,63
mp-574472,CsCeHgSe3,3,0,0.0,-1.450733568,63
mp-510065,CsNdHgSe3,3,0,1.3539,-1.467242669,63
mp-574651,CsSmMnSe3,3,0,0.5312,-1.565783603,63
mp-9397,HfTlCuSe3,3,0,0.42,-1.086914762,63
mp-11121,CsTbCdSe3,3,0,2.0647,-1.586282865,63
mp-11122,CsDyCdSe3,3,0,2.0718,-1.581612863,63
mp-9856,Cs2ZrSe3,3,0,1.3691,-1.614646366,63
mp-1102146,CsDyZnSe3,3,0,2.1541,-1.646450719,63
mp-1213650,CsErMnSe3,3,0,0.514,-1.563260247,63
mp-573710,CsTbZnSe3,3,0,2.1028,-1.648972126,63
mp-7212,CsSmHgSe3,3,0,1.3625,-1.465415702,63
mp-9318,KZrCuSe3,3,0,0.2144,-1.343207952,63
mp-1101818,BaLaAgSe3,3,0,1.6435,-1.842749244,63
mp-1213649,CsHoMnSe3,3,0,0.5124,-1.563394584,63
mp-568191,SrLuCuSe3,3,0,1.1227,-1.764532271,63
mp-11124,CsLaHgSe3,3,0,1.4545,-1.531723225,63
mp-7211,CsPrHgSe3,3,0,1.3367,-1.462918913,63
mp-13327,NdLuSe3,3,0,0.4956,-2.187056561,63
mp-861926,KGd2CuSe4,3,0,0.7999,-1.756837861,63
mp-574448,RbGd2CuSe4,3,0,0.7781,-1.752188157,63
mp-16559,KHo2CuSe4,3,0,0.5636,-1.728018775,63
mp-16445,CsSm2CuSe4,3,0,0.9508,-1.727677476,63
mp-862772,CsNd2CuSe4,3,0,0.8344,-1.728159812,63
mp-16116,RbSm2CuSe4,3,0,0.5643,-1.737498057,63
mp-505815,CsLa2CuSe4,3,0,1.0754,-1.820270021,63
mp-16118,RbDy2CuSe4,3,0,0.9249,-1.726470331,63
mp-28467,Cs2Cu5Se4,3,0,0.0,-0.636795098,63
mp-16560,KEr2CuSe4,3,0,0.5639,-1.725518047,63
mp-18562,Na2Si2Se5,3,0,2.4355,-0.862556904,63
mp-6182,CsTb2Cu3Se5,3,0,1.1974,-1.326472097,63
mp-865972,KTm2Cu3Se5,3,0,1.049,-1.299496104,63
mp-1190996,CsGd2Cu3Se5,3,0,0.8937,-1.337120744,63
mp-541070,Ta2NiSe5,3,0,0.0,-1.024910419,63
mp-571189,NaHf2CuSe5,3,0,0.4817,-1.412716987,63
mp-1191228,CsGd2Ag3Se5,3,0,0.0,-1.350591708,63
mp-581749,CsTm2Cu3Se5,3,0,1.2473,-1.311321577,63
mp-18710,RbSm2Ag3Se5,3,0,1.0496,-1.335763719,63
mp-16884,RbEr2Cu3Se5,3,0,0.8666,-1.323529166,63
mp-542164,CsTb2Ag3Se5,3,0,1.0944,-1.335390506,63
mp-581696,CsLu2Cu3Se5,3,0,1.2562,-1.300023239,63
mp-18672,CsDy2Cu3Se5,3,0,1.1878,-1.322644669,63
mp-690674,NdAsSe,3,0,0.0309,-1.606506607,64
mp-708961,BeH8SeO8,3,0,4.1041,-1.463884854,64
mp-1196943,La2Zn(SeO)2,3,0,2.4958,-2.772717762,64
mp-567228,Na2PSe3,3,0,1.7908,-0.850967543,64
mp-1194302,Cs3FeSe3,3,0,0.045,-1.070712349,64
mp-571015,CuP4Se4I,3,0,1.6632,-0.375865861,64
mp-570823,Ba(BSe3)2,3,0,1.7096,-0.890381299,64
mp-1203743,CsLu7Se11,3,0,1.5105,-2.105457756,64
mp-1103552,Eu(AlSe2)2,3,0,1.0022,-1.449795412,66
mp-36988,Ca(AlSe2)2,3,0,2.8458,-1.403225102,66
mp-675374,Al2PbSe4,3,0,1.9961,-0.943539114,66
mp-1104062,Sr(GaSe2)2,3,0,1.8012,-1.227702357,66
mp-7841,Ba(GaSe2)2,3,0,1.8578,-1.363063749,66
mp-8422,Sr(AlSe2)2,3,0,2.766,-1.47383857,66
mp-1228740,Ba(AlSe2)2,3,0,3.0544,-1.579087044,66
mp-4971,K4Sn3Se8,3,0,1.4545,-1.037990107,68
mp-14338,Cs2Pt3Se4,3,0,1.3326,-0.915644714,69
mp-11694,Cs2Pd3Se4,3,0,0.9867,-0.953069664,69
mp-14336,Cs2Ni3Se4,3,0,0.616,-0.859635624,69
mp-5141,Na2SeO4,3,0,3.3557,-1.506901656,70
mp-11641,Ag2SeO4,3,0,0.4264,-0.837648694,70
mp-12024,RbVSe2,3,0,0.0483,-1.162994152,70
mp-1189318,Tm2Se3,3,0,1.3417,-2.173004568,70
mp-209,Er2Se3,3,0,0.7923,-2.173853193,70
mp-1205354,Sc2Se3,3,0,0.6258,-1.963220284,70
mp-9824,Ho2Se3,3,0,1.315,-2.184930187,70
mp-1105821,Y2Se3,3,0,1.3158,-2.199145721,70
mp-1189125,Lu2Se3,3,0,1.3355,-2.148499362,70
mp-15222,Rb2NbCuSe4,3,0,1.6394,-1.192566984,70
mp-14637,Cs2NbAgSe4,3,0,1.8213,-1.19628495,70
mp-15220,K2VCuSe4,3,0,1.1253,-1.13652866,70
mp-9764,Rb2NbAgSe4,3,0,1.7584,-1.166107205,70
mp-21766,Ba(InSe2)2,3,0,1.687,-1.302145789,70
mp-14635,Rb2VAgSe4,3,0,1.0307,-1.103068674,70
mp-14340,Rb2Pd3Se4,3,0,0.8826,-0.930349548,70
mp-8972,K2TaCuSe4,3,0,2.0288,-1.182607521,70
mp-14339,K2Pd3Se4,3,0,0.764,-0.912213266,70
mp-11924,Rb2TaCuSe4,3,0,1.9549,-1.203747837,70
mp-13873,Ca(GaSe2)2,3,0,1.9773,-1.17293659,70
mp-1201775,Eu(GaSe2)2,3,0,0.0836,-1.298981823,70
mp-1188089,K2Ni3Se4,3,0,0.4373,-0.835353423,70
mp-21733,Sr(InSe2)2,3,0,1.5637,-1.260986248,70
mp-14634,K2VAgSe4,3,0,0.9843,-1.084775348,70
mp-571171,Ga2PbSe4,3,0,2.0313,-0.712719433,70
mp-15223,Cs2NbCuSe4,3,0,1.6351,-1.220952839,70
mp-9003,K2NbCuSe4,3,0,1.6164,-1.169372047,70
mp-1188845,K2Ag2GeSe4,3,0,1.0778,-0.83827352,70
mp-18691,Rb2Ni3Se4,3,0,0.0,-0.845413846,70
mp-669330,KCe2CuSe6,3,0,0.084,-1.502879524,70
mp-569491,NaLa(GaSe2)4,3,0,1.6428,-1.211583214,70
mp-570876,NaNd(GaSe2)4,3,0,1.5138,-1.180616801,70
mp-8621,K2PtSe2,3,0,0.9345,-1.077369765,71
mp-1069706,K2PdSe2,3,0,0.8458,-1.079466822,71
mp-1069771,Rb2PdSe2,3,0,0.889,-1.066292506,71
mp-8622,Rb2PtSe2,3,0,1.0034,-1.074541658,71
mp-1220865,NaSm2Se3,3,0,0.0,-2.012342916,71
mp-1220968,NaNd2Se3,3,0,0.0,-2.015152095,71
mp-1220945,NaPr2Se3,3,0,0.0,-2.007406087,71
mp-557637,Hg2SeO3,3,0,2.329,-0.628865649,72
mp-1232317,K2ZnSe2,3,0,2.3191,-1.223284724,72
mp-573947,Cs2MnSe2,3,0,0.0,-1.121269443,72
mp-8716,K2MnSe2,3,0,0.9895,-1.293714686,72
mp-8717,Rb2MnSe2,3,0,0.0,-1.114751238,72
mp-1021465,Na2ZnSe2,3,0,2.159,-1.117794387,72
mp-1106156,Cs2Hg3Se4,3,0,1.1954,-0.807504305,72
mp-4052,Rb2Mn3Se4,3,0,0.0,-0.921309326,72
mp-3704,Cs2Mn3Se4,3,0,0.0,-0.939064642,72
mp-1232308,K2Zn3Se4,3,0,1.985,-1.103792332,72
mp-1105496,Rb2Hg3Se4,3,0,1.0869,-0.787987856,72
mp-863033,Rb4P2PbSe8,3,0,1.67,-0.97918237,72
