mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,total_atom_number,max_atom_number,min_atom_number,average_atom_number
mp-1025685,Te4Mo3Se2,9,6,0.02524563,0.1871,-0.429647829,187,34,52,18,44.66666667,6.518518519,52,50,90,40,76.44444444,17.62962963,90,78.96,127.6,48.64,106.2444444,18.98271605,127.6,494,2896,2402,1396.293333,999.8044444,722.66,6,16,10,12.66666667,4.444444444,16,4,5,1,4.777777778,0.345679012,5,120,154,34,139.3333333,9.777777778,138,2.1,2.55,0.45,2.22,0.146666667,2.1,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,5,10,5,8.333333333,2.222222222,10,0,0,0,0,0,0,6,16,10,12.66666667,4.444444444,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,34.76333333,19.07333333,26.44037037,7.3981893,34.76333333,0,0.799,0.799,0.383777778,0.255851852,0.464,0,0,0,0,0,0,14,229,215,147,59.11111111,152,3,0.598351645,0.514007223,0.466100234,0.452915579,0.446927314,1.666666667,2.666666667,8.333333333,0,0.131578947,0.210526316,0.657894737,0,TRUE,0.049364908,0.007772607,4.983569804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,52,34,42.66666667
mp-1025910,Te4Mo2WS2,9,5,0.121045069,0.1869,-0.378182366,156,16,74,58,44.22222222,13.5308642,52,50,90,40,76.33333333,17.33333333,90,32.065,183.84,151.775,105.5877778,36.95580247,127.6,388.36,3695,3306.64,1461.595556,1133.825185,722.66,6,16,10,12.66666667,4.444444444,16,3,6,3,4.666666667,0.740740741,5,105,162,57,136.8888889,14.17283951,138,2.1,2.58,0.48,2.248888889,0.171851852,2.1,1,2,1,1.777777778,0.345679012,2,0,4,4,2.666666667,1.777777778,4,0,10,10,6,3.555555556,10,0,14,14,1.555555556,2.765432099,0,6,20,14,12,5.333333333,16,0,1,1,0.222222222,0.345679012,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.777777778,2.37037037,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,34.76333333,19.07333333,26.45078704,7.388930041,34.76333333,0,2.202,2.202,0.695555556,0.669530864,0.464,0,0,0,0,0,0,70,229,159,159.4444444,46.37037037,152,4,0.555555556,0.480749857,0.449948767,0.445433752,0.444531216,1.777777778,2.666666667,6,1.555555556,0.148148148,0.222222222,0.5,0.12962963,TRUE,0.055972517,0.009117658,5.109293313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,184,74,16,46
mp-1224050,InGa(CuTe2)2,8,4,0.006212497,0.1835,-0.350133856,82,29,52,23,43.25,10.1875,52,64,90,26,79.625,10.375,90,63.546,127.6,64.054,102.754125,27.86184375,127.6,302.91,1357.77,1054.86,792.355,282.7075,722.66,11,16,5,14,2,16,4,5,1,4.625,0.46875,5,122,142,20,135,4.75,138,1.78,2.1,0.32,1.97375,0.12625,2.1,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14,2,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,11.07,34.76333333,23.69333333,25.53885417,9.224479167,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,64,225,161,157.625,33.6875,152,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,1.75,2.25,10,0,0.125,0.160714286,0.714285714,0,FALSE,0.025275098,0.004302839,4.52124945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,161,52,29,40.25
mp-1224840,Ga2Te3,5,3,0.014547531,0.183,-0.387688888,44,31,52,21,43.6,10.08,52,74,90,16,83.6,7.68,90,69.723,127.6,57.877,104.4492,27.78096,127.6,302.91,722.66,419.75,554.76,201.48,722.66,13,16,3,14.8,1.44,16,4,5,1,4.6,0.48,5,122,138,16,131.6,7.68,138,1.81,2.1,0.29,1.984,0.1392,2.1,2,2,0,2,0,2,1,4,3,2.8,1.44,4,10,10,0,10,0,10,0,0,0,0,0,0,13,16,3,14.8,1.44,16,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,18.8575,34.76333333,15.90583333,28.401,7.6348,34.76333333,0,0.464,0.464,0.2784,0.22272,0.464,0,0,0,0,0,0,64,152,88,116.8,42.24,152,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,2,2.8,10,0,0.135135135,0.189189189,0.675675676,0,TRUE,0.020805516,0.004993324,4.396114351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,52,31,41.5
mp-1224181,In2CuSe3I,7,2,0.028891411,0.1767,-0.710453537,8,29,53,24,40.28571429,8.612244898,34,64,96,32,82.42857143,9.510204082,89,63.546,126.90447,63.35847,93.85235286,21.42383184,78.96,386.85,1357.77,970.92,583.7314286,221.1538776,494,11,17,6,14.57142857,1.918367347,16,4,5,1,4.428571429,0.489795918,4,120,142,22,130.7142857,9.183673469,120,1.78,2.66,0.88,2.252857143,0.371020408,2.55,1,2,1,1.857142857,0.244897959,2,0,5,5,2.714285714,1.755102041,4,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14.57142857,1.918367347,16,0,1,1,0.142857143,0.244897959,0,0,5,5,2.428571429,1.469387755,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.571428571,1.387755102,2,11.07,43.015,31.945,25.76642857,5.059795918,25.92,0,1.062,1.062,0.494142857,0.42355102,0.799,0,0,0,0,0,0,14,225,211,87,69.14285714,14,4,0.553283335,0.476031693,0.439944521,0.432121305,0.429310329,1.857142857,2.714285714,10,0,0.12745098,0.18627451,0.68627451,0,FALSE,0.176012567,0.033265785,4.781649043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,165,53,29,41.25
mp-1221743,Mn3CdTe4,8,5,0.032965428,0.1766,-0.56968725,160,25,52,27,41.375,12.28125,52,52,90,38,73.25,16.75,90,54.938045,127.6,72.661955,98.45314188,32.63632266,127.6,594.22,1519,924.78,1005.2325,385.325625,722.66,7,16,9,12.125,3.875,16,4,5,1,4.625,0.46875,5,138,144,6,139.125,1.21875,138,1.55,2.1,0.55,1.8425,0.2575,2.1,2,2,0,2,0,2,0,4,4,2,2,4,5,10,5,8.125,2.34375,10,0,0,0,0,0,0,7,16,9,12.125,3.875,16,0,0,0,0,0,0,0,2,2,1,1,2,0,5,5,1.875,2.34375,0,0,0,0,0,0,0,0,5,5,2.875,1.59375,2,10.48758621,34.76333333,24.27574713,23.75138649,11.01194684,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0.000310121,0.000310121,0.000116295,0.000145369,0,152,217,65,181.625,29.625,152,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,2,2,8.125,0,0.164948454,0.164948454,0.670103093,0,TRUE,0.072836172,0.016458045,4.626722554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,52,25,41.66666667
mp-1227025,Cd2InCuTe4,8,4,0.010880778,0.1766,-0.452664605,121,29,52,23,47.75,4.6875,52,64,90,26,79.875,10.125,90,63.546,127.6,64.054,114.19825,13.5566875,127.6,429.75,1357.77,928.02,733.325,156.11125,722.66,11,16,5,14,2,16,4,5,1,4.875,0.21875,5,132,144,12,139.25,3.0625,138,1.69,2.1,0.41,1.9325,0.1675,2.1,1,2,1,1.875,0.21875,2,0,4,4,2.125,1.875,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14,2,16,0,1,1,0.125,0.21875,0,0,5,5,1.625,1.21875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.75,1.0625,2,11.07,34.76333333,23.69333333,26.67166667,8.091666667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,139,225,86,170,25.75,152,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,1.875,2.125,10,0,0.133928571,0.151785714,0.714285714,0,FALSE,0.041154191,0.007807858,4.729816496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,178,52,29,44.5
mp-7435,KCuSe,6,6,0,0.1762,-0.805976209,194,19,34,15,27.33333333,5.555555556,19,3,89,86,52,32.66666667,3,39.0983,78.96,39.8617,60.53476667,14.29097778,39.0983,336.53,1357.77,1021.24,729.4333333,418.8911111,336.53,1,16,15,9.333333333,5.555555556,1,4,4,0,4,0,4,120,203,83,151.6666667,34.22222222,120,0.82,2.55,1.73,1.756666667,0.624444444,0.82,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,0,0,0,0,0,1,16,15,9.333333333,5.555555556,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,11.07,73.10666667,62.03666667,36.69888889,24.27185185,11.07,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,1.333333333,1.333333333,6.666666667,0,0.142857143,0.142857143,0.714285714,0,FALSE,0.526794252,0.097773884,3.99620344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,34,19,27.33333333
mp-1222285,LiSbTe2,4,4,0.072186334,0.1759,-0.609096167,123,3,52,49,39.5,18.25,52,1,90,89,66.5,32.75,90,6.941,127.6,120.659,95.97525,44.517125,127.6,453.69,903.78,450.09,700.6975,123.50375,722.66,1,16,15,12,5.5,16,2,5,3,4.25,1.125,5,128,139,11,135.75,3.875,138,0.98,2.1,1.12,1.8075,0.41375,2.1,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,0,0,0,0,0,1,16,15,12,5.5,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.59333333,34.76333333,18.17,29.42,6.413333333,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,152,229,77,174.75,27.125,152,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2.75,7.5,0,0.145833333,0.229166667,0.625,0,TRUE,0.269188706,0.049283339,4.579950802,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,52,3,35.33333333
mp-1221353,Na2EuGeSe4,8,4,0.03440794,0.1751,-1.271793592,121,11,63,52,31.625,10.3125,34,2,89,87,58,36.25,89,22.98976928,151.964,128.9742307,73.30294232,25.3223221,78.96,370.87,1211.4,840.53,628.0175,262.59125,494,1,16,15,10.375,6.53125,16,3,6,3,4,0.5,4,120,198,78,141.25,26.5625,120,0.93,2.55,1.62,1.906875,0.66890625,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,6.25,4.6875,10,0,7,7,0.875,1.53125,0,1,16,15,11.125,5.59375,16,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,7,7,0.875,1.53125,0,1,7,6,2.625,1.4375,2,23.005,36.46,13.455,27.70395833,2.958697917,25.92,0,0.799,0.799,0.447375,0.351625,0.799,0,0,0,0,0,0,14,229,215,121,107,14,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,1.75,2.25,6.25,0.875,0.157303371,0.202247191,0.561797753,0.078651685,TRUE,0.48112901,0.098239298,4.386960242,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,63,11,35
mp-1025574,Te2Mo(WSe2)2,9,6,0.091593049,0.1719,-0.413277211,187,34,74,40,47.77777778,13.5308642,34,50,90,40,76.44444444,17.18518519,89,78.96,183.84,104.88,114.9644444,36.22716049,78.96,494,3695,3201,1523.035556,1270.420741,494,6,16,10,12.66666667,4.444444444,16,4,6,2,4.777777778,0.691358025,4,120,162,42,137.1111111,15.20987654,120,2.1,2.55,0.45,2.364444444,0.164938272,2.55,1,2,1,1.888888889,0.197530864,2,0,4,4,2.666666667,1.777777778,4,4,10,6,8.111111111,2.518518519,10,0,14,14,3.111111111,4.839506173,0,6,20,14,15.77777778,2.172839506,16,0,1,1,0.111111111,0.197530864,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.888888889,2.518518519,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,34.76333333,19.07333333,24.55518519,5.750123457,25.92,0,0.799,0.799,0.458222222,0.305481481,0.799,0,0,0,0,0,0,14,229,215,116.3333333,90.96296296,14,4,0.555555556,0.480749857,0.449948767,0.445433752,0.444531216,1.888888889,2.666666667,8.111111111,3.111111111,0.11971831,0.169014085,0.514084507,0.197183099,TRUE,0.049364908,0.00870087,5.192717626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,202,74,34,50.5
mp-1215084,Ag3SbTe6,10,3,1.160505323,0.1705,0.854847682,65,47,52,5,50.4,2.04,52,65,90,25,82,10.2,90,107.8682,127.6,19.7318,121.09646,7.936956,127.6,722.66,1234.93,512.27,894.453,206.1516,722.66,11,16,5,14.4,2.04,16,5,5,0,5,0,5,138,145,7,140.2,2.88,138,1.93,2.1,0.17,2.044,0.0684,2.1,1,2,1,1.7,0.42,2,0,4,4,2.7,1.62,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14.4,2.04,16,0,1,1,0.3,0.42,0,0,3,3,1.5,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.8,0.48,2,16.33,34.76333333,18.43333333,28.913,7.5498,34.76333333,0,0.464,0.464,0.2784,0.22272,0.464,0,0,0,0,0,0,152,225,73,175.3,29.82,152,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,1.7,2.7,10,0,0.118055556,0.1875,0.694444444,0,TRUE,0.007198962,0.001441107,5.088736171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,52,47,50
mp-1080268,CeSe2,6,4,0.123425803,0.1696,-1.792852633,136,34,58,24,42,10.66666667,34,15,89,74,64.33333333,32.88888889,89,78.96,140.116,61.156,99.34533333,27.18044444,78.96,494,1071,577,686.3333333,256.4444444,494,3,16,13,11.66666667,5.777777778,16,4,6,2,4.666666667,0.888888889,4,120,204,84,148,37.33333333,120,1.12,2.55,1.43,2.073333333,0.635555556,2.55,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,1,10,9,7,4,10,0,1,1,0.333333333,0.444444444,0,4,16,12,12,5.333333333,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,9,9,3,4,0,0,13,13,4.333333333,5.777777778,0,2,22,20,8.666666667,8.888888889,2,25.92,37.24,11.32,29.69333333,5.031111111,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,194,180,74,80,14,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,2,2.666666667,7,0.333333333,0.166666667,0.222222222,0.583333333,0.027777778,TRUE,0.400239578,0.088942128,4.717243914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,58,34,46
mp-1215677,Zn(MoSe2)2,7,5,0.165244595,0.1687,-0.744139594,156,30,42,12,35.71428571,3.591836735,34,50,89,39,75,16,89,65.38,95.96,30.58,81.87714286,8.047346939,78.96,494,2896,2402,1208.668571,964.1893878,494,6,16,10,12.57142857,3.918367347,16,4,5,1,4.285714286,0.408163265,4,120,154,34,130,13.71428571,120,1.65,2.55,0.9,2.31,0.274285714,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,2.285714286,1.959183673,4,5,10,5,8.571428571,2.040816327,10,0,0,0,0,0,0,6,16,10,12.57142857,3.918367347,16,0,1,1,0.285714286,0.408163265,0,0,2,2,1.142857143,0.979591837,2,0,5,5,1.428571429,2.040816327,0,0,0,0,0,0,0,0,6,6,2.857142857,1.795918367,2,13.96,25.92,11.96,21.28857143,5.293061224,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,101.1428571,99.59183673,14,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,1.714285714,2.285714286,8.571428571,0,0.136363636,0.181818182,0.681818182,0,FALSE,0.183313517,0.023625612,5.074638108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.571428571,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,42,30,35.33333333
