mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,total_atom_number,max_atom_number,min_atom_number,average_atom_number
mp-1215550,Zn2InAgTe4,8,4,0.008196252,1.2843,-0.580385353,121,30,52,22,45.5,7.75,52,65,90,25,79.75,10.25,90,65.38,127.6,62.22,107.980775,21.32853125,127.6,429.75,1234.93,805.18,742.585,123.08625,722.66,11,16,5,14,2,16,4,5,1,4.75,0.375,5,122,145,23,135.375,6.6875,138,1.65,2.1,0.45,1.92625,0.1746875,2.1,1,2,1,1.875,0.21875,2,0,4,4,2.125,1.875,4,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,14,2,16,0,1,1,0.125,0.21875,0,0,5,5,1.625,1.21875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.75,1.0625,2,13.96,34.76333333,20.80333333,25.94541667,8.817916667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,139,225,86,170,25.75,152,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,1.875,2.125,10,0,0.133928571,0.151785714,0.714285714,0,TRUE,0.049364908,0.009026175,4.776487867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,178,52,30,44.5
mp-1247784,Cs2Se,3,5,0.098929193,1.2841,-1.104261017,164,34,55,21,48,9.333333333,55,5,89,84,33,37.33333333,5,78.96,132.9054519,53.9454519,114.9236346,23.9757564,132.9054519,301.59,494,192.41,365.7266667,85.51555556,301.59,1,16,15,6,6.666666667,1,4,6,2,5.333333333,0.888888889,6,120,244,124,202.6666667,55.11111111,244,0.79,2.55,1.76,1.376666667,0.782222222,0.79,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,1,16,15,6,6.666666667,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,25.92,115.765,89.845,85.81666667,39.93111111,115.765,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,157.3333333,95.55555556,229,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,1.333333333,1.333333333,3.333333333,0,0.222222222,0.222222222,0.555555556,0,TRUE,0.539019714,0.119782159,3.038442777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,55,34,44.5
mp-1023928,MoWSe4,6,5,0.00811826,1.2829,-0.668659914,156,34,74,40,42,10.66666667,34,50,89,39,76.16666667,17.11111111,89,78.96,183.84,104.88,99.27333333,28.18888889,78.96,494,3695,3201,1427.833333,1245.111111,494,6,16,10,12.66666667,4.444444444,16,4,6,2,4.5,0.666666667,4,120,162,42,132.6666667,16.88888889,120,2.16,2.55,0.39,2.453333333,0.128888889,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,2.666666667,1.777777778,4,4,10,6,8.166666667,2.444444444,10,0,14,14,2.333333333,3.888888889,0,6,20,14,15,3,16,0,1,1,0.166666667,0.277777778,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.833333333,2.444444444,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,25.92,10.23,22.57,4.466666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,1.833333333,2.666666667,8.166666667,2.333333333,0.122222222,0.177777778,0.544444444,0.155555556,TRUE,0.037311127,0.005420341,5.240123797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,74,34,50
mp-1179119,SrInCu3Se4,9,7,0.279636599,1.281,-0.616540314,215,29,49,20,34.44444444,4.024691358,34,8,89,81,70.11111111,17.87654321,89,63.546,114.818,51.272,78.76844444,10.1482963,78.96,429.75,1357.77,928.02,836.5622222,394.9024691,494,2,16,14,12.44444444,3.283950617,16,4,5,1,4.222222222,0.345679012,4,120,195,75,134.7777778,14.98765432,120,0.95,2.55,1.6,2.07,0.426666667,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,1.888888889,1.87654321,4,0,10,10,8.888888889,1.975308642,10,0,0,0,0,0,0,2,16,14,12.44444444,3.283950617,16,0,1,1,0.333333333,0.444444444,0,0,5,5,1.444444444,1.283950617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.777777778,0.913580247,2,11.07,54.23,43.16,23.93111111,8.574074074,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,225,211,121.6666667,95.7037037,14,4,0.577350269,0.5034061,0.463927178,0.45247833,0.446886097,1.666666667,1.888888889,8.888888889,0,0.133928571,0.151785714,0.714285714,0,FALSE,0.472707576,0.054563913,4.611298621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.444444444,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,49,29,37.5
mp-5273,KPrTe2,4,5,0,1.28,-1.684160614,166,19,59,40,45.5,13.25,52,3,90,87,50,40,90,39.0983,140.90765,101.80935,108.8014875,34.85159375,127.6,336.53,1204,867.47,746.4625,228.76875,722.66,1,16,15,9,7,16,4,6,2,5,0.5,5,138,203,65,170.5,32.5,138,0.82,2.1,1.28,1.5375,0.5625,2.1,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,3,3,0.75,1.125,0,1,16,15,9.5,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,11,11,2.75,4.125,0,1,11,10,4,3.5,2,34.76333333,73.10666667,38.34333333,44.57708333,14.26479167,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,152,229,77,181.75,29.75,152,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,0.75,0.184210526,0.210526316,0.526315789,0.078947368,TRUE,0.336084237,0.069695074,3.84372981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,59,19,43.33333333
mp-1120735,VIn3Se4,8,7,0.100329426,1.2782,-0.617335973,217,23,49,26,38.25,8.0625,34,46,89,43,78.375,10.625,89,50.9415,114.818,63.8765,88.9044375,19.43517188,78.96,429.75,2183,1753.25,681.03125,375.4921875,494,5,16,11,13.5,2.5,16,4,5,1,4.375,0.46875,4,120,153,33,132.375,12.375,120,1.63,2.55,0.92,2.14625,0.40375,2.55,2,2,0,2,0,2,0,4,4,2.375,1.625,4,3,10,7,9.125,1.53125,10,0,0,0,0,0,0,5,16,11,13.5,2.5,16,0,0,0,0,0,0,0,5,5,2.875,1.59375,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,2,7,5,3.75,1.75,2,13.01,25.92,12.91,23.68375,2.6684375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,87.75,73.75,14,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,2,2.375,9.125,0,0.148148148,0.175925926,0.675925926,0,FALSE,0.190711652,0.038012956,4.327829095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,49,23,35.33333333
mp-1025340,Cu2WSe4,7,4,0,1.2757,-0.400722725,121,29,74,45,38.28571429,10.20408163,34,51,89,38,76.42857143,14.36734694,89,63.546,183.84,120.294,89.53885714,26.94318367,78.96,494,3695,3201,1198.077143,804.6595918,494,6,16,10,13.14285714,3.265306122,16,4,6,2,4.285714286,0.489795918,4,120,162,42,129.4285714,10.7755102,120,1.9,2.55,0.65,2.337142857,0.249795918,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,2.285714286,1.959183673,4,4,10,6,9.142857143,1.469387755,10,0,14,14,2,3.428571429,0,11,20,9,15.14285714,2.367346939,16,0,1,1,0.285714286,0.408163265,0,0,2,2,1.142857143,0.979591837,2,0,6,6,0.857142857,1.469387755,0,0,0,0,0,0,0,1,6,5,2.285714286,1.06122449,2,11.07,25.92,14.85,20.26714286,6.460408163,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,105,104,14,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,1.714285714,2.285714286,9.142857143,2,0.113207547,0.150943396,0.603773585,0.132075472,TRUE,0.100238004,0.019201876,5.222024384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,74,29,45.66666667
mp-1179752,RbCu3SnSe4,9,7,0.262433349,1.2742,-0.388664431,215,29,50,21,34.44444444,4.024691358,34,4,89,85,70.22222222,18.86419753,89,63.546,118.71,55.164,78.96175556,10.27873086,78.96,312.46,1357.77,1045.31,762.9833333,396.5244444,494,1,16,15,12.44444444,3.50617284,16,4,5,1,4.222222222,0.345679012,4,120,220,100,137.2222222,18.79012346,120,0.82,2.55,1.73,2.075555556,0.421728395,2.55,1,2,1,1.555555556,0.49382716,2,0,4,4,2,1.777777778,4,0,10,10,8.888888889,1.975308642,10,0,0,0,0,0,0,1,16,15,12.44444444,3.50617284,16,0,1,1,0.444444444,0.49382716,0,0,4,4,1.333333333,1.185185185,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.777777778,0.691358025,2,11.07,90.7225,79.6525,28.98861111,14.67339506,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,229,215,122.3333333,96.2962963,14,4,0.577350269,0.5034061,0.463927178,0.45247833,0.446886097,1.555555556,2,8.888888889,0,0.125,0.160714286,0.714285714,0,FALSE,0.526794252,0.057806341,4.673106442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.444444444,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,50,29,37.5
mp-1182175,BaInCu3Se4,9,7,0.283628853,1.2735,-0.610667013,215,29,56,27,36.44444444,7.135802469,34,9,89,80,70.22222222,17.75308642,89,63.546,137.327,73.781,84.29144444,18.56935802,78.96,429.75,1357.77,928.02,831.0066667,388.7296296,494,2,16,14,12.44444444,3.283950617,16,4,6,2,4.333333333,0.518518519,4,120,215,95,137,18.44444444,120,0.89,2.55,1.66,2.063333333,0.432592593,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,1.888888889,1.87654321,4,0,10,10,8.888888889,1.975308642,10,0,0,0,0,0,0,2,16,14,12.44444444,3.283950617,16,0,1,1,0.333333333,0.444444444,0,0,5,5,1.444444444,1.283950617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.777777778,0.913580247,2,11.07,63.59,52.52,24.97111111,9.425432099,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,229,215,122.1111111,96.09876543,14,4,0.577350269,0.5034061,0.463927178,0.45247833,0.446886097,1.666666667,1.888888889,8.888888889,0,0.133928571,0.151785714,0.714285714,0,FALSE,0.497871894,0.056927594,4.575384888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,56,29,42
mp-1217488,Te2W2N2O,7,3,1.349215131,1.2733,0.569566234,44,7,74,67,39.14285714,27.26530612,7,51,90,39,76.14285714,14.36734694,51,14.0067,183.84,169.8333,95.2704,69.08525714,14.0067,54.8,3695,3640.2,1288.031429,1375.410612,63.05,6,16,10,12.85714286,3.918367347,6,2,6,4,4,1.714285714,2,66,162,96,115.4285714,39.51020408,71,2.1,3.44,1.34,2.634285714,0.462040816,2.1,2,2,0,2,0,2,0,4,4,2.571428571,1.469387755,0,0,10,10,4,3.428571429,0,0,14,14,4,5.714285714,0,5,20,15,12.57142857,6.204081633,5,0,0,0,0,0,0,0,3,3,1.714285714,0.979591837,0,0,6,6,1.714285714,2.448979592,0,0,0,0,0,0,0,2,6,4,3.428571429,1.469387755,2,9.105,34.76333333,25.65833333,20.03845238,8.414217687,14.76875,0,6.437,6.437,1.971714286,2.551591837,0,0,0,0,0,0,0,12,229,217,166,52,152,4,0.515078754,0.41771682,0.356661562,0.334390163,0.318902715,2,2.571428571,4,4,0.159090909,0.204545455,0.318181818,0.318181818,TRUE,0.361670072,0.053145822,5.850165356,0,0,0,0,0,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,74,7,35.25
mp-1079647,BaAgSeF,8,4,0,1.2693,-2.263657034,129,9,56,47,36.5,15,9,9,93,84,64,27.5,9,18.9984032,137.327,118.3285968,85.7884008,36.8091992,18.9984032,53.5,1234.93,1181.43,695.6075,421.8575,53.5,2,17,15,11.5,5,2,2,6,4,4.25,1.25,2,57,215,158,134.25,45.75,57,0.89,3.98,3.09,2.3375,0.9275,0.89,1,2,1,1.75,0.375,1,0,5,5,2.25,2.25,0,0,10,10,5,5,0,0,0,0,0,0,0,2,16,14,9,4.5,2,0,1,1,0.25,0.375,0,0,2,2,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0,9.7075,63.59,53.8825,28.886875,17.3515625,9.7075,0,1.97,1.97,0.69225,0.69225,0,0,0,0,0,0,0,14,229,215,120.75,106.25,14,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1.75,2.25,5,0,0.194444444,0.25,0.555555556,0,TRUE,0.908097312,0.174065144,5.195865785,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,56,9,36.5
mp-1182242,BaYCu3Se4,9,7,0.331720802,1.2651,-0.964227255,215,29,56,27,35.33333333,5.407407407,34,9,89,80,63.22222222,23.43209877,89,63.546,137.327,73.781,81.41231667,14.09071481,78.96,494,1799,1305,983.1455556,434.7960494,494,2,16,14,11.33333333,4.148148148,16,4,6,2,4.333333333,0.518518519,4,120,215,95,142.3333333,26.74074074,120,0.89,2.55,1.66,2.001111111,0.487901235,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,1.777777778,1.975308642,4,0,10,10,7.888888889,3.283950617,10,0,0,0,0,0,0,2,16,14,11.33333333,4.148148148,16,0,1,1,0.333333333,0.444444444,0,0,2,2,0.888888889,0.987654321,2,0,9,9,1,1.777777778,0,0,0,0,0,0,0,0,9,9,2.222222222,1.50617284,2,11.07,63.59,52.52,25.87166667,9.867777778,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,229,215,128.2222222,101.5308642,14,4,0.577350269,0.5034061,0.463927178,0.45247833,0.446886097,1.666666667,1.777777778,7.888888889,0,0.147058824,0.156862745,0.696078431,0,FALSE,0.497871894,0.069797474,4.610966112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.444444444,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,56,29,39.5
mp-11740,KNdTe2,4,5,0,1.2648,-1.685042555,166,19,60,41,45.75,13.375,52,3,90,87,50.5,39.5,90,39.0983,144.242,105.1437,109.635075,35.2683875,127.6,336.53,1294,957.47,768.9625,262.51875,722.66,1,16,15,9,7,16,4,6,2,5,0.5,5,138,203,65,170,32,138,0.82,2.1,1.28,1.54,0.56,2.1,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,4,4,1,1.5,0,1,16,15,9.75,6.25,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,1,10,9,3.75,3.125,2,34.76333333,73.10666667,38.34333333,44.36083333,14.37291667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,152,229,77,181.75,29.75,152,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,1,0.179487179,0.205128205,0.512820513,0.102564103,TRUE,0.336084237,0.069313242,3.853848686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,60,19,43.66666667
mp-9036,KSmTe2,4,5,0,1.2623,-1.678196346,166,19,62,43,46.25,13.625,52,3,90,87,51.5,38.5,90,39.0983,150.36,111.2617,111.164575,36.0331375,127.6,336.53,1345,1008.47,781.7125,281.64375,722.66,1,16,15,9,7,16,4,6,2,5,0.5,5,138,203,65,169.25,31.25,138,0.82,2.1,1.28,1.5475,0.5525,2.1,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,6,6,1.5,2.25,0,1,16,15,10.25,5.75,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,8,8,2,3,0,1,8,7,3.25,2.375,2,33.23,73.10666667,39.87666667,43.96583333,14.57041667,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,152,229,77,174.75,27.125,152,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,1.5,0.170731707,0.195121951,0.487804878,0.146341463,TRUE,0.336084237,0.068201326,3.87254848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,133,62,19,44.33333333
