mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group
mp-1224845,GaAgSeS,8,3,0.0075146393749996,0.6333,-0.7148874922526032,24
mp-1223961,InAgTeSe,8,3,0.0115459225000003,0.8824000000000001,-0.5605730568359362,24
mp-1229065,AlCuSeS,8,3,0.0096974475000095,1.2404000000000002,-0.8497956123437405,24
mp-1224187,InCuTeSe,8,3,0.0170266312500011,0.0,-0.4440359522656223,24
mp-1223900,InAgSeS,8,3,0.0053692293749998,0.1596999999999999,-0.6564175170442699,24
mp-676682,In2AsSe,8,3,0.1320948362500011,0.0,-0.4005233228906242,24
mp-1224994,GaCuTeSe,8,3,0.0209105687500006,0.0242,-0.4390858510156246,24
mp-1224400,InCuSeS,8,3,0.0065481737499997,0.1883999999999996,-0.5835294060937475,24
mp-1224990,Fe4Te3Se,8,3,0.0666805890625008,0.0,-0.3201713315429684,25
mp-1226783,Cd4Te3Se,8,3,0.0089609993750006,0.6374,-0.688501870292967,25
mp-1235245,LiZr2(SeO)2,7,3,0.3508065850000008,0.0,-2.1910564132886896,25
mp-1226768,Cd4TeSe3,8,3,0.0090924631250013,0.3725,-0.7817992892122385,25
mp-1224376,Ge2SeS,8,3,0.00576459,1.1343000000000003,-0.4704399712109373,26
mp-1218960,Sn2SeS,8,3,0.0048624537500003,0.6523999999999992,-0.4577107942187481,26
mp-1218835,SnGeSe2,8,3,0.0091052318749991,0.7457000000000003,-0.5510213474218748,26
mp-1224842,GaSnSe2,8,3,0.2114197893750002,0.0,-0.3603627189062521,26
mp-684653,Cu2Se,6,3,0.1316962158333332,0.0,-0.0265451305208325,31
mp-1216381,VCu3(TeSe)2,8,3,0.0022945231250002,0.5462000000000002,-0.5860634510026035,35
mp-1217991,TaCu3(TeSe)2,8,3,0.0017474918750002,1.6151000000000004,-0.6103037494192698,35
mp-1216363,VCu3(SeS)2,8,3,0.0,0.891,-0.7906213224609377,35
mp-1220411,NbCu3(TeSe)2,8,3,0.0022550031249997,1.3948999999999998,-0.6245536172526034,35
mp-1220452,NbCu3(SeS)2,8,3,0.0,1.4624,-0.8020504799609371,35
mp-1218032,TaCu3(SeS)2,8,3,0.0,1.7547,-0.8107395058776046,35
mp-1080271,Cs2Se,6,3,0.0717519866666647,1.6603,-1.1314382238846996,36
mp-1245915,Si2SeN2,10,3,0.1023538205000065,2.9484000000000004,-0.9778786649374952,36
mp-1247419,Ge2SeN2,10,3,0.0672046606249994,1.6955,-0.2793256884687501,36
mp-14588,Na2PtSe2,10,3,0.0,0.8690000000000002,-0.9740806616249984,36
mp-1078751,Na2PdSe2,10,3,0.0,0.6253,-0.9575243766249996,36
mp-676597,BaVSe3,10,3,0.0226695529999974,0.0,-1.4946184984062498,36
mp-7447,Rb2Se3,10,3,0.0,0.6811999999999999,-1.0801831604062495,36
mp-7670,K2Se3,10,3,0.0,0.644,-0.9500309749374992,36
mp-7449,Cs2Se3,10,3,0.0,0.7396,-1.1021702552683197,36
mp-1227435,BaVSeS2,10,3,0.0609036212000031,0.0,-1.5791911534687493,38
mp-1224985,Fe4Te3Se,8,3,0.0682972065625007,0.0,-0.3185547140429685,38
mp-1018806,MoSeS,6,3,0.0282975133333458,0.839,-0.8294215622916639,38
mp-2240486,MgMo2W(SeS2)2,10,3,0.2874061267499987,0.0,-0.9020395689687504,38
mp-1227466,BaVSe2S,10,3,0.0618253890000044,0.0,-1.5331363924374997,38
mp-2227422,MgMo2(SeS)2,7,3,1.349807617500001,0.0,0.1925198493303576,38
mp-1225054,Fe4TeSe3,8,3,0.0575817946875005,0.0,-0.4099813529622391,38
mp-1215531,Zn3CdSe4,8,3,0.0179623293750013,0.8553,-0.9051099924218748,38
mp-570589,SeBr,8,3,0.0649175955273442,1.5238,-0.3958904536718748,41
mp-8954,TaSe2,3,3,0.0190861683333309,0.0,-0.9129677884861138,42
mp-1080280,CeSe2,3,3,0.2582963216666654,0.4956,-1.6579821148958314,42
mp-7007,NbSe2,3,3,0.0195160383333323,0.0,-0.9639274193749992,42
mp-1215643,ZnCu2Ge(SeS)2,8,3,0.014645511666667,0.0514999999999998,-0.6357942768359379,42
mp-1215668,ZnCu2Sn(SeS)2,8,3,0.0196011523749994,0.0,-0.6573371430859378,42
mp-1040452,CeSe2,3,3,0.2637602683333311,0.4911000000000001,-1.6525181682291656,42
mp-569272,Cs2Se,6,3,0.0751274599999982,1.7441,-1.128062750551366,43
mp-686712,InAgSe2,8,3,0.1122610787500004,0.0,-0.5389767020052076,43
mp-1225805,Cu2Se,3,3,0.1182272408333311,0.0,-0.0400141055208346,44
mp-1224809,Ga2Se3,5,3,0.006252534999998,0.5122999999999998,-0.6946149294375005,44
mp-1225786,Cu2SnSe3,6,3,0.0137555622499991,0.0,-0.3408165991979146,44
mp-4728,Cu2GeSe3,6,3,0.0,0.0,-0.4810902586718732,44
mp-1215630,Zn4CdSe4S,10,3,0.0184366205000015,1.1071,-0.9326512921874996,44
mp-1392664,HoAgSe2,8,3,0.0402064175000003,0.6289000000000002,-1.3926013865885398,46
