mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group
mp-1026350,Te4W3Se2,9,5,0.044230849444442555,0.3434999999999997,-0.23467663145833562,156
mp-1025781,Te4Mo2WSe2,9,5,0.08472393722222904,0.05810000000000004,-0.3213970759027707,156
mp-1025733,Te4Mo3Se2,9,5,0.025089974444441054,0.43409999999999993,-0.4298034842361144,156
mp-1025598,Te4Mo(WSe)2,9,5,0.0680410350000038,0.3238000000000003,-0.2744732120138893,156
mp-1025752,Te4Mo2WSe2,9,5,0.08396544611111523,0.04620000000000024,-0.322155567013883,156
mp-1025729,Te4Mo(WSe)2,9,5,0.09337717388888933,0.017100000000000115,-0.2491370731250034,156
mp-1025732,Te4Mo(WSe)2,9,5,0.0680093216666684,0.34189999999999987,-0.2745049253472239,156
mp-1025682,Te4Mo(WSe)2,9,5,0.050009456111109074,0.3641000000000001,-0.29250479090278403,156
mp-1025626,Te4Mo2WSe2,9,5,0.08432011722222654,0.05750000000000011,-0.32180089590277006,156
mp-1025664,Te4Mo2WSe2,9,5,0.059230048333340335,0.35189999999999966,-0.34689096479165943,156
mp-1226940,Cd2TeSe,4,5,0.02095732875000067,0.18890000000000007,-0.7232199822526031,160
mp-1227356,Bi2TeSe2,5,5,0.003196364000004337,0.43769999999999953,-0.6339919042708353,160
mp-1223932,Hg2TeSe,4,5,0.015777232499999627,0.0,-0.19775142851563032,160
mp-8612,Sb2TeSe2,5,5,0.0,0.4863999999999997,-0.49819529227084447,160
mp-1215513,Zn2TeSe,4,5,0.02760058500000051,0.5146999999999999,-0.7902614472526039,160
mp-1218892,SnTePbSe,4,5,0.013198344999999279,0.22050000000000036,-0.4654897591406275,160
mp-1215527,ZnCdTeSe,4,5,0.09489699750000025,0.0043999999999999595,-0.7062577322526034,160
mp-1219475,Sb2Te2Se,5,5,0.03212269399999901,0.48489999999999966,-0.4214862871354157,160
mp-1226971,Cd2Bi2(TeSe)3,10,5,0.1584730373333323,0.0,-0.4761830207031242,160
mp-1227440,Bi2Sb2(TeSe)3,10,5,0.0037147140000035606,0.35219999999999985,-0.5416839107031244,160
mp-1216358,VCu3Te3Se,8,5,0.0025749928125016197,0.5035999999999996,-0.518270894042967,160
mp-1219035,Sn4Te3Se,8,5,0.12418185593750053,0.8209999999999997,-0.1879921311328161,160
mp-1227438,Bi4(TeSe)3,10,5,0.004301518000008997,0.39250000000000007,-0.6068609887031251,160
mp-1226811,Cd4Te3Se,8,5,0.025137793125000307,0.4506999999999999,-0.6723250765429674,160
mp-1218953,SnGe4Te4Se,10,5,0.0,0.6132999999999997,-0.38636515540104027,160
mp-1219030,Sn4GeTe4Se,10,5,0.009220621062498324,0.39649999999999963,-0.485948767401041,160
mp-1217293,TeMoSe,6,5,0.02791083333333333,0.7892000000000001,-0.5007434713541651,164
mp-1224326,Ge3Te2Se,6,5,0.031175902499999353,0.3346,-0.3215380584461798,164
mp-1218966,Sn3Te2Se,6,5,0.021150906249999935,0.0,-0.30673111651042007,164
mp-1223922,Hg2TeSe,4,5,0.16026856500000264,0.0,-0.05326009601562731,166
mp-1216658,Tm5TeSe4,10,5,0.011628342000001624,0.0,-1.7886203846249997,166
mp-1217291,TePb2Se,4,5,0.008565432499999304,0.6213999999999995,-0.5796358947656302,166
mp-1221790,Mn2TeSe,4,5,0.04431339088362307,0.0,-0.7363719661233823,166
mp-1216719,U2TeSe,4,5,0.0449784710416683,0.0,-0.9411779022525995,166
mp-571550,Sb2TeSe2,5,5,0.03664930400002664,0.5453000000000001,-0.46154598827083293,166
mp-31406,Bi2TeSe2,5,5,0.03796292600000584,0.9267000000000003,-0.599225342270833,166
mp-1224336,Ge2TeSe,4,5,0.025011703749999725,0.24659999999999993,-0.3524495397526035,166
mp-29666,Bi2Te2Se,5,5,0.0,0.5441999999999996,-0.5851367451354271,166
mp-3525,Sb2Te2Se,5,5,0.0,0.1307999999999998,-0.45360898113541454,166
mp-1226320,Cr2TeSe,4,6,0.16840083479166612,0.0,-0.36323639975260313,187
mp-1025728,Te2Mo3Se4,9,6,0.025514006666664812,0.0,-0.5769011440277817,187
mp-1026349,Te2W3Se4,9,6,0.036027505555548345,0.23000000000000043,-0.40523598791667026,187
mp-1025574,Te2Mo(WSe2)2,9,6,0.09159304888889253,0.17189999999999994,-0.41327721069443946,187
mp-1025774,Te2Mo2WSe4,9,6,0.13563971444443368,0.018299999999999983,-0.4180029906944469,187
mp-1221977,Mn4Te3Se,8,6,0.023997287575429738,0.0,-0.6720797795487634,187
mp-1226252,Cr4Te3Se,8,6,0.16266109427083197,0.0,-0.2971163690429677,187
mp-1025685,Te4Mo3Se2,9,6,0.025245630000000574,0.18710000000000004,-0.4296478286805565,187
mp-1026356,Te4W3Se2,9,6,0.04410174944444023,0.3689,-0.23480573145833558,187
mp-1025675,Te4Mo2WSe2,9,6,0.05917249833333926,0.39860000000000007,-0.34694851479165817,187
mp-1025585,Te4Mo(WSe)2,9,6,0.09297461722222167,0.0524,-0.24953962979167146,187
mp-1187404,Te3Se,8,6,0.20551720041666854,0.0,0.20005183731771226,194
mp-631381,TeRuSe,3,7,1.3137688820833304,0.0,0.8489538203124974,216
mp-1217322,TeSe,6,1,0.0,0.7062000000000008,-0.010930726197914945,1,
mp-1217322,TeSe,6,1,0.0,0.7062000000000008,-0.010930726197914945,1,2
