mpid,formula,m_n,m_p,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,1,2,3,4
mp-999489,NaGdSe2,,,0,1.3585,-1.95902343,166,11,64,53,35.75,14.125,34,2,89,87,51.75,37.25,89,22.98976928,157.25,134.2602307,84.53994232,36.35502884,78.96,370.87,1586,1215.13,736.2175,424.89125,494,1,16,15,9,7,16,3,6,3,4.25,0.875,4,120,196,76,150.5,30.5,120,0.93,2.55,1.62,1.8075,0.7425,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5.25,4.75,10,0,7,7,1.75,2.625,0,1,16,15,10.75,5.25,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,7,7,1.75,2.625,0,1,16,15,5.25,5.375,2,25.92,32.05,6.13,28.28333333,2.363333333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5.25,1.75,0.162790698,0.186046512,0.488372093,0.162790698,TRUE,0.48112901,0.107013427,4.257514053,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,64,11,36.33333333
mp-3332,NaCrSe2,,,0,0.7808,-1.039510734,166,11,34,23,25.75,8.25,34,2,89,87,57.25,31.75,89,22.98976928,78.96,55.97023072,58.22646732,20.73353268,78.96,370.87,2180,1809.13,884.7175,647.64125,494,1,16,15,9.75,6.25,16,3,4,1,3.75,0.375,4,120,166,46,136.25,16.25,120,0.93,2.55,1.62,1.9225,0.6275,2.55,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,6.25,3.75,10,0,0,0,0,0,0,1,16,15,9.75,6.25,16,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.75,1.625,2,11.19,29.24333333,18.05333333,23.06833333,5.939166667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.5,2,6.25,0,0.153846154,0.205128205,0.641025641,0,TRUE,0.48112901,0.0903932,4.374676027,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,34,11,23
mp-1077903,Tl2Pd3Se2,,,0,0,-0.393888904,166,34,81,47,52.57142857,16.24489796,46,62,89,27,73.71428571,10.04081633,62,78.96,204.3833,125.4233,126.5638,44.46828571,106.42,494,1828.05,1334.05,1089.45,633.0857143,1828.05,10,16,6,12.57142857,2.204081633,10,4,6,2,5,0.571428571,5,120,145,25,135.2857143,8.734693878,139,1.62,2.55,0.93,2.134285714,0.293877551,2.2,0,2,2,1.142857143,0.979591837,0,0,4,4,1.428571429,1.469387755,0,10,10,0,10,0,10,0,14,14,4,5.714285714,0,10,27,17,16.57142857,5.959183673,10,0,0,0,0,0,0,0,5,5,2,1.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1.714285714,0,14.41,26.91,12.5,21.27,5.88,14.41,0,0.799,0.799,0.228285714,0.326122449,0,0,0,0,0,0,0,14,225,211,155.8571429,81.06122449,225,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,1.142857143,1.428571429,10,4,0.068965517,0.086206897,0.603448276,0.24137931,FALSE,0.194445968,0.029443118,4.367690843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,81,34,53.66666667
mp-10785,RbLuSe2,,,0,2.0299,-1.93479714,166,34,71,37,44,13.5,34,4,89,85,55.75,33.25,89,78.96,174.9668,96.0068,104.58865,35.189075,78.96,312.46,1936,1623.54,809.115,563.4425,494,1,16,15,9,7,16,4,6,2,4.75,0.75,4,120,220,100,161.75,41.75,120,0.82,2.55,1.73,1.7975,0.7525,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5.25,4.75,10,0,14,14,3.5,5.25,0,1,17,16,12.5,5.75,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,25.92,90.7225,64.8025,42.856875,23.9328125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0.0022471,0.0022471,0.000561775,0.000842663,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5.25,3.5,0.14,0.16,0.42,0.28,TRUE,0.526794252,0.110945118,3.936717303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,71,34,47.33333333
mp-999471,NaNdSe2,,,0,1.8121,-1.964508349,166,11,60,49,34.75,12.625,34,2,89,87,49.75,39.25,89,22.98976928,144.242,121.2522307,81.28794232,31.47702884,78.96,370.87,1294,923.13,663.2175,315.39125,494,1,16,15,9,7,16,3,6,3,4.25,0.875,4,120,201,81,151.75,31.75,120,0.93,2.55,1.62,1.7925,0.7575,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,4,4,1,1.5,0,1,16,15,9.75,6.25,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,1,10,9,3.75,3.125,2,25.92,34.81,8.89,28.97333333,3.053333333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,1,0.179487179,0.205128205,0.512820513,0.102564103,TRUE,0.48112901,0.109784182,4.154048726,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,60,11,35
mp-15794,LiYSe2,,,0,1.5239,-1.968470494,166,3,39,36,27.5,12.25,34,1,89,88,47.75,41.25,89,6.941,88.90585,81.96485,63.4417125,28.25035625,78.96,453.69,1799,1345.31,810.1725,494.41375,494,1,16,15,9,7,16,2,5,3,3.75,0.875,4,120,190,70,139.5,25.25,120,0.98,2.55,1.57,1.825,0.725,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5.25,4.75,10,0,0,0,0,0,0,1,16,15,9,7,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,16.59333333,32.365,15.77166667,25.19958333,4.303125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5.25,0,0.194444444,0.222222222,0.583333333,0,TRUE,0.460020984,0.103070545,4.293461845,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,39,3,25.33333333
mp-999488,NaDySe2,,,0,1.8635,-1.992658823,166,11,66,55,36.25,14.875,34,2,89,87,52.75,36.25,89,22.98976928,162.5,139.5102307,85.85244232,38.32377884,78.96,370.87,1685,1314.13,760.9675,462.01625,494,1,16,15,9,7,16,3,6,3,4.25,0.875,4,120,192,72,149.5,29.5,120,0.93,2.55,1.62,1.8125,0.7375,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,10,10,2.5,3.75,0,1,16,15,11.25,5.125,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,4,4,1,1.5,0,1,4,3,2.25,0.875,2,25.92,31.24,5.32,28.08083333,2.160833333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,2.5,0.155555556,0.177777778,0.444444444,0.222222222,TRUE,0.48112901,0.106115842,4.223357427,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,66,11,37
mp-29662,TlBiSe2,,,0,0.2323,-0.696269072,166,34,83,49,58,24,34,76,89,13,85,4.5,89,78.96,208.9804,130.0204,142.820925,63.860925,78.96,494,577,83,527.35,33.35,494,13,16,3,15,1,16,4,6,2,5,1,4,120,148,28,133.25,13.25,120,1.62,2.55,0.93,2.185,0.365,2.55,2,2,0,2,0,2,1,4,3,3,1,4,10,10,0,10,0,10,0,14,14,7,7,0,16,29,13,22,6,16,0,0,0,0,0,0,2,5,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1,2,25.92,32.95,7.03,27.925,2.5125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,194,182,58.5,67.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,2,3,10,7,0.090909091,0.136363636,0.454545455,0.318181818,TRUE,0.194445968,0.035233399,4.60561184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,198,83,34,66
mp-15795,LiDySe2,,,0,1.5348,-1.96490485,166,3,66,63,34.25,15.875,34,1,89,88,52.5,36.5,89,6.941,162.5,155.559,81.84025,40.329875,78.96,453.69,1685,1231.31,781.6725,451.66375,494,1,16,15,9,7,16,2,6,4,4,1,4,120,192,72,140,26,120,0.98,2.55,1.57,1.825,0.725,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,10,10,2.5,3.75,0,1,16,15,11.25,5.125,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,4,4,1,1.5,0,1,4,3,2.25,0.875,2,16.59333333,31.24,14.64666667,24.91833333,4.1625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,2.5,0.155555556,0.177777778,0.444444444,0.222222222,TRUE,0.460020984,0.103070545,4.282165416,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,66,3,34.33333333
mp-999127,NaTbSe2,,,0,1.839,-1.931277131,166,11,65,54,36,14.5,34,2,89,87,52.25,36.75,89,22.98976928,158.92535,135.9355807,84.95877982,36.98328509,78.96,370.87,1629,1258.13,746.9675,441.01625,494,1,16,15,9,7,16,3,6,3,4.25,0.875,4,120,194,74,150,30,120,0.93,2.55,1.62,1.81,0.74,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,9,9,2.25,3.375,0,1,16,15,11,5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,5,5,1.25,1.875,0,1,5,4,2.5,1.25,2,25.92,31.73666667,5.816666667,28.205,2.285,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,2.25,0.159090909,0.181818182,0.454545455,0.204545455,TRUE,0.48112901,0.111692842,4.211101867,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,65,11,36.66666667
mp-19189,K2Co(SeO3)2,,,0,0,-1.605337769,166,8,34,26,16.45454545,9.223140496,8,3,89,86,69.45454545,26.24793388,87,15.9994,78.96,62.9606,35.54965409,21.32754992,15.9994,54.8,1768,1713.2,341.6236364,314.7507438,54.8,1,16,15,12.63636364,4.892561983,16,2,4,2,2.909090909,0.991735537,2,66,203,137,106.1818182,43.83471074,66,0.82,3.44,2.62,2.66,0.850909091,3.44,1,2,1,1.818181818,0.297520661,2,0,4,4,2.909090909,1.58677686,4,0,10,10,2.454545455,3.570247934,0,0,0,0,0,0,0,1,16,15,7.181818182,3.537190083,6,0,1,1,0.181818182,0.297520661,0,0,2,2,1.454545455,0.79338843,2,0,3,3,0.272727273,0.495867769,0,0,0,0,0,0,0,1,3,2,1.909090909,0.330578512,2,9.105,73.10666667,64.00166667,23.90257576,18.62600551,9.105,0,0.799,0.799,0.145272727,0.237719008,0,0,1.5484712,1.5484712,0.140770109,0.255945653,0,12,229,217,68.36363636,81.25619835,12,4,0.609836721,0.559404499,0.546363408,0.545526055,0.545456394,1.818181818,2.909090909,2.454545455,0,0.253164557,0.405063291,0.341772152,0,TRUE,0.820234131,0.144979958,5.567894428,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,34,8,22
mp-10778,RbPrSe2,,,0,1.8997,-1.955156013,166,34,59,25,41,9,34,4,89,85,49.75,39.25,89,78.96,140.90765,61.94765,96.0738625,22.41689375,78.96,312.46,1204,891.54,626.115,288.9425,494,1,16,15,9,7,16,4,6,2,4.75,0.75,4,120,220,100,165.75,45.75,120,0.82,2.55,1.73,1.7625,0.7875,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,3,3,0.75,1.125,0,1,16,15,9.5,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,11,11,2.75,4.125,0,1,11,10,4,3.5,2,25.92,90.7225,64.8025,44.559375,23.0815625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,0.75,0.184210526,0.210526316,0.526315789,0.078947368,TRUE,0.526794252,0.116826828,3.942709931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,59,34,43.33333333
mp-999450,NaSmSe2,,,0,1.8016,-1.976580612,166,11,62,51,35.25,13.375,34,2,89,87,50.75,38.25,89,22.98976928,150.36,127.3702307,82.81744232,33.77127884,78.96,370.87,1345,974.13,675.9675,334.51625,494,1,16,15,9,7,16,3,6,3,4.25,0.875,4,120,198,78,151,31,120,0.93,2.55,1.62,1.8,0.75,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5,5,10,0,6,6,1.5,2.25,0,1,16,15,10.25,5.75,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,8,8,2,3,0,1,8,7,3.25,2.375,2,25.92,33.23,7.31,28.57833333,2.658333333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,105.75,91.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,5,1.5,0.170731707,0.195121951,0.487804878,0.146341463,TRUE,0.48112901,0.108384507,4.174205162,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,62,11,35.66666667
mp-27607,Bi4Se3,,,0,0,-0.500540685,166,34,83,49,62,24,83,86,89,3,87.28571429,1.469387755,86,78.96,208.9804,130.0204,153.2573714,63.68346122,208.9804,494,544.4,50.4,522.8,24.68571429,544.4,15,16,1,15.42857143,0.489795918,15,4,6,2,5.142857143,0.979591837,6,120,148,28,136,13.71428571,148,2.02,2.55,0.53,2.247142857,0.259591837,2.02,2,2,0,2,0,2,3,4,1,3.428571429,0.489795918,3,10,10,0,10,0,10,0,14,14,8,6.857142857,14,16,29,13,23.42857143,6.367346939,29,0,0,0,0,0,0,2,3,1,2.571428571,0.489795918,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.571428571,0.489795918,3,25.92,32.95,7.03,29.93714286,3.443265306,32.95,0,0.799,0.799,0.342428571,0.391346939,0,0,0,0,0,0,0,12,14,2,12.85714286,0.979591837,12,2,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,2,3.428571429,10,8,0.085365854,0.146341463,0.426829268,0.341463415,FALSE,0.067815945,0.016607987,4.798255347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117,83,34,58.5
mp-573316,CsPt2Se3,,,0,1.0495,-0.897231298,166,34,78,44,52.16666667,18.16666667,34,5,89,84,66.33333333,22.66666667,89,78.96,195.084,116.124,126.6589087,47.69890865,78.96,301.59,2041.4,1739.81,977.7316667,709.1122222,494,1,16,15,11.5,4.5,16,4,6,2,5,1,4,120,244,124,146,32.66666667,120,0.79,2.55,1.76,2.166666667,0.458888889,2.55,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,8,2.666666667,10,0,14,14,4.666666667,6.222222222,0,1,24,23,16.16666667,5.222222222,16,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,1,2,1,1.833333333,0.277777778,2,15.02,115.765,100.745,37.26083333,26.16805556,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.1666667,106.1666667,14,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,1.5,2,8,4.666666667,0.092783505,0.12371134,0.494845361,0.288659794,FALSE,0.539019714,0.071591747,4.899440459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,167,78,34,55.66666667
