mpid,formula,m_n,m_p,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,1,2,3,4
mp-1210700,Mn(SbSe2)2,,,0,0.3928,-0.495499947,12,25,51,26,37.57142857,7.673469388,34,52,89,37,82.57142857,8.734693878,89,54.938045,121.76,66.821955,87.75686357,19.43036367,78.96,494,1519,1025,757.5085714,301.1526531,494,7,16,9,14.42857143,2.12244898,16,4,5,1,4.285714286,0.408163265,4,120,139,19,128.1428571,9.306122449,120,1.55,2.55,1,2.264285714,0.326530612,2.55,2,2,0,2,0,2,0,4,4,3.142857143,0.979591837,4,5,10,5,9.285714286,1.224489796,10,0,0,0,0,0,0,7,16,9,14.42857143,2.12244898,16,0,0,0,0,0,0,0,3,3,2,0.571428571,2,0,5,5,0.714285714,1.224489796,0,0,0,0,0,0,0,2,5,3,2.714285714,0.816326531,2,10.48758621,31.56,21.07241379,25.32679803,4.239774806,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0.000310121,0.000310121,4.43E-05,7.59E-05,0,14,217,203,86.42857143,82.7755102,14,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,2,3.142857143,9.285714286,0,0.138613861,0.217821782,0.643564356,0,TRUE,0.221199217,0.03042176,5.218135872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,51,25,36.66666667
mp-1105005,Ni3Se4(ClO5)2,,,0,3.1114,-1.231240234,12,8,34,26,17.57894737,10.20498615,8,61,94,33,84.05263158,7.279778393,87,15.9994,78.96,62.9606,38.04316842,23.74926537,15.9994,54.8,1728,1673.2,423.7473684,441.4493075,54.8,10,17,7,15.15789474,1.628808864,16,2,4,2,2.842105263,0.886426593,2,66,124,58,90.31578947,25.59556787,66,1.91,3.44,1.53,2.981578947,0.520110803,3.44,2,2,0,2,0,2,0,5,5,3.473684211,1.096952909,4,0,10,10,3.368421053,4.254847645,0,0,0,0,0,0,0,6,16,10,8.842105263,3.379501385,6,0,0,0,0,0,0,0,2,2,1.578947368,0.620498615,2,0,2,2,0.315789474,0.531855956,0,0,0,0,0,0,0,1,2,1,1.894736842,0.188365651,2,9.105,25.92,16.815,14.45710526,6.940249307,9.105,0,2.493,2.493,0.430631579,0.589285319,0,0,0.5953947,0.5953947,0.094009689,0.158332109,0,12,225,213,51.52631579,57.40720222,12,4,0.597779826,0.543140636,0.527676108,0.526456271,0.526321624,2,3.473684211,3.368421053,0,0.226190476,0.392857143,0.380952381,0,TRUE,0.443019473,0.068375634,6.639998224,0,0,0,0,0,0,0,0.526315789,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,87,34,8,21.75
mp-571544,KTiPSe5,,,0,0.601,-1.052739959,12,15,34,19,28.25,7.1875,34,3,89,86,71.75,24.375,89,30.973762,78.96,47.986238,64.09238275,18.58452156,78.96,317.3,1941,1623.7,633.10375,326.9740625,494,1,16,15,12.5,5,16,3,4,1,3.875,0.21875,4,107,203,96,133.75,23.875,120,0.82,2.55,1.73,2.1625,0.49125,2.55,1,2,1,1.875,0.21875,2,0,4,4,2.875,1.4375,4,0,10,10,6.5,4.375,10,0,0,0,0,0,0,1,16,15,11.25,5.9375,16,0,1,1,0.125,0.21875,0,0,3,3,1.625,0.8125,2,0,8,8,1,1.75,0,0,0,0,0,0,0,1,8,7,2.75,1.375,2,16.69,73.10666667,56.41666667,30.2458631,10.71520089,25.92,0,1.625,1.625,0.7025,0.35125,0.799,0,2.25E-05,2.25E-05,2.82E-06,4.93E-06,0,2,229,227,61.875,74.8125,14,4,0.661437828,0.629960525,0.625119954,0.625003429,0.625000019,1.875,2.875,6.5,0,0.166666667,0.255555556,0.577777778,0,TRUE,0.526794252,0.070549903,4.899677978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,34,15,22.5
mp-1190043,TlCr3Se5,,,0,0,-0.790300426,12,24,81,57,35.88888889,10.02469136,34,49,89,40,74.22222222,16.81481481,89,51.9961,204.3833,152.3872,83.90795556,26.77229877,78.96,494,2180,1686,1065.222222,743.1851852,494,6,16,10,12.33333333,4.222222222,16,4,6,2,4.222222222,0.395061728,4,120,145,25,129.1111111,10.12345679,120,1.62,2.55,0.93,2.15,0.444444444,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.333333333,1.851851852,4,5,10,5,8.333333333,2.222222222,10,0,14,14,1.555555556,2.765432099,0,6,27,21,13.88888889,5.259259259,16,0,1,1,0.333333333,0.444444444,0,0,5,5,1.666666667,1.111111111,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.666666667,1.851851852,2,11.19,26.91,15.72,21.12,6.62,25.92,0,0.799,0.799,0.443888889,0.394567901,0.799,0,0,0,0,0,0,14,229,215,105.6666667,101.8518519,14,3,0.657342198,0.594275693,0.563972195,0.55775206,0.555890574,1.666666667,2.333333333,8.333333333,1.555555556,0.12,0.168,0.6,0.112,TRUE,0.194445968,0.045286289,4.712110063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,81,24,46.33333333
mp-8436,Ta2PdSe6,,,0,0,-0.784791043,12,34,73,39,44,13.33333333,34,48,89,41,76.88888889,16.14814815,89,78.96,180.94788,101.98788,104.6750844,34.28677926,78.96,494,3290,2796,1263.561111,1026.081481,494,5,16,11,12.88888889,4.148148148,16,4,6,2,4.555555556,0.740740741,4,120,170,50,133.2222222,17.62962963,120,1.5,2.55,1.05,2.277777778,0.362962963,2.55,0,2,2,1.777777778,0.395061728,2,0,4,4,2.666666667,1.777777778,4,3,10,7,8.444444444,2.419753086,10,0,14,14,3.111111111,4.839506173,0,10,19,9,16,1.333333333,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,7,7,1.555555556,2.419753086,0,0,0,0,0,0,0,0,7,7,2.888888889,1.827160494,2,14.41,25.92,11.51,22.90777778,4.016296296,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.22222222,94.96296296,14,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,1.777777778,2.666666667,8.444444444,3.111111111,0.111111111,0.166666667,0.527777778,0.194444444,TRUE,0.240902461,0.040770155,5.266976788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,153,73,34,51
mp-616220,Rb3(Cu4Se3)2,,,0,0,-0.617368835,12,29,37,8,32.17647059,2.989619377,29,4,89,85,62.23529412,20.55363322,64,63.546,85.4678,21.9218,72.85478824,8.761212457,63.546,312.46,1357.77,1045.31,868.4435294,460.5425606,1357.77,1,16,15,11,3.529411765,11,4,5,1,4.176470588,0.290657439,4,120,220,100,143.2941176,27.07266436,132,0.82,2.55,1.73,1.938823529,0.431418685,1.9,1,2,1,1.352941176,0.456747405,1,0,4,4,1.411764706,1.826989619,0,0,10,10,8.235294118,2.906574394,10,0,0,0,0,0,0,1,16,15,11,3.529411765,11,0,1,1,0.647058824,0.456747405,1,0,2,2,0.705882353,0.91349481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.352941176,0.456747405,1,11.07,90.7225,79.6525,30.3675,21.30176471,11.07,0,0.799,0.799,0.282,0.364941176,0,0,0,0,0,0,0,14,229,215,151.2352941,96.87197232,225,3,0.614135677,0.535632264,0.491649307,0.479150275,0.473175893,1.352941176,1.411764706,8.235294118,0,0.122994652,0.128342246,0.748663102,0,FALSE,0.526794252,0.070464033,4.395048142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0.352941176,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,37,29,33.33333333
mp-1221432,Na2(CrSe2)3,,,0,0,-0.97425917,12,11,34,23,27.09090909,7.537190083,34,2,89,87,62.27272727,29.15702479,89,22.98976928,78.96,55.97023072,61.42980351,19.12385072,78.96,370.87,2180,1809.13,931.4309091,681.037686,494,1,16,15,10.54545455,5.950413223,16,3,4,1,3.818181818,0.297520661,4,120,166,46,133.5454545,14.7768595,120,0.93,2.55,1.62,2.012727273,0.586115702,2.55,1,2,1,1.545454545,0.495867769,2,0,4,4,2.181818182,1.983471074,4,0,10,10,6.818181818,3.47107438,10,0,0,0,0,0,0,1,16,15,10.54545455,5.950413223,16,0,1,1,0.454545455,0.495867769,0,0,2,2,1.090909091,0.991735537,2,0,5,5,1.363636364,1.983471074,0,0,0,0,0,0,0,1,6,5,2.909090909,1.685950413,2,11.19,29.24333333,18.05333333,22.5069697,6.172892562,25.92,0,0.799,0.799,0.435818182,0.396198347,0.799,0,0,0,0,0,0,14,229,215,111.7272727,106.6115702,14,3,0.636363636,0.573453959,0.549259124,0.546096669,0.545508712,1.545454545,2.181818182,6.818181818,0,0.146551724,0.206896552,0.646551724,0,FALSE,0.48112901,0.080625216,4.549463697,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,34,11,23
mp-1193337,Cs5Ga3Se7,,,0,2.0982,-1.253751436,12,31,55,24,40.4,9.733333333,34,5,89,84,58,35.33333333,89,69.723,132.9054519,63.1824519,95.0944173,25.2073564,78.96,301.59,494,192.41,391.6453333,95.53102222,494,1,16,15,10.4,6.266666667,16,4,6,2,4.666666667,0.888888889,4,120,244,124,161.7333333,54.84444444,120,0.79,2.55,1.76,1.815333333,0.685688889,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.066666667,1.804444444,4,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,1,16,15,10.4,6.266666667,16,0,1,1,0.333333333,0.444444444,0,0,5,5,1.933333333,1.288888889,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.266666667,1.093333333,2,18.8575,115.765,96.9075,54.45583333,40.87277778,25.92,0,0.799,0.799,0.372866667,0.397724444,0.799,0,0,0,0,0,0,14,229,215,95.66666667,88.88888889,14,3,0.607362239,0.527363993,0.484029075,0.472911628,0.468264906,1.666666667,2.066666667,6.666666667,0,0.16025641,0.198717949,0.641025641,0,TRUE,0.539019714,0.111057185,3.732013725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,55,31,40
mp-570700,Hf3Tl2(CuSe4)2,,,0,0.5025,-1.203561037,12,29,81,52,47.2,18.93333333,34,45,89,44,75.13333333,15.02222222,89,63.546,204.3833,140.8373,113.5339067,50.20894222,78.96,494,2506,2012,1022.636,682.7146667,494,4,16,12,12.53333333,3.822222222,16,4,6,2,4.666666667,0.888888889,4,120,175,55,135.9333333,18.04444444,120,1.3,2.55,1.25,2.089333333,0.491377778,2.55,1,2,1,1.866666667,0.231111111,2,0,4,4,2.266666667,1.848888889,4,2,10,8,8.4,2.56,10,0,14,14,4.666666667,6.222222222,0,11,27,16,17.2,2.933333333,16,0,1,1,0.133333333,0.231111111,0,0,5,5,1.733333333,1.155555556,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,8,7,3.466666667,2.222222222,2,11.07,26.91,15.84,23.328,3.72,25.92,0,0.799,0.799,0.426133333,0.397724444,0.799,0,0,0,0,0,0,14,225,211,102.1333333,94.00888889,14,4,0.6,0.547864384,0.534328958,0.533422044,0.533336368,1.866666667,2.266666667,8.4,4.666666667,0.108527132,0.131782946,0.488372093,0.271317829,FALSE,0.323366154,0.058761917,4.68329698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,216,81,29,54
mp-28818,RbCr5Se8,,,0,0.0152,-0.916166162,12,24,37,13,30.64285714,4.744897959,34,4,89,85,68.64285714,23.26530612,89,51.9961,85.4678,33.4717,69.79487857,12.71341327,78.96,312.46,2180,1867.54,1083.175714,783.4459184,494,1,16,15,11.35714286,5.306122449,16,4,5,1,4.071428571,0.132653061,4,120,220,100,133.9285714,15.91836735,120,0.82,2.55,1.73,2.108571429,0.504489796,2.55,1,2,1,1.571428571,0.489795918,2,0,4,4,2.285714286,1.959183673,4,0,10,10,7.5,2.857142857,10,0,0,0,0,0,0,1,16,15,11.35714286,5.306122449,16,0,1,1,0.428571429,0.489795918,0,0,2,2,1.142857143,0.979591837,2,0,5,5,1.785714286,2.295918367,0,0,0,0,0,0,0,1,6,5,3.357142857,1.887755102,2,11.19,90.7225,79.5325,25.28803571,10.07002551,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,106.1428571,105.3061224,14,3,0.677630927,0.614910899,0.581937489,0.574422201,0.571946168,1.571428571,2.285714286,7.5,0,0.13836478,0.201257862,0.660377358,0,TRUE,0.526794252,0.062290649,4.675660815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,37,24,31.66666667
mp-3407,TlCr5Se8,,,0,0,-0.803379589,12,24,81,57,33.78571429,6.989795918,34,49,89,40,73.78571429,17.70408163,89,51.9961,204.3833,152.3872,78.28884286,18.78053061,78.96,494,2180,1686,1102.071429,769.9489796,494,6,16,10,12.21428571,4.43877551,16,4,6,2,4.142857143,0.265306122,4,120,145,25,128.5714286,9.795918367,120,1.62,2.55,0.93,2.165714286,0.439183673,2.55,1,2,1,1.642857143,0.459183673,2,0,4,4,2.357142857,1.87755102,4,5,10,5,8.214285714,2.295918367,10,0,14,14,1,1.857142857,0,6,27,21,13.21428571,5.153061224,16,0,1,1,0.357142857,0.459183673,0,0,5,5,1.5,1.071428571,2,0,5,5,1.785714286,2.295918367,0,0,0,0,0,0,0,2,6,4,3.642857143,1.87755102,2,11.19,26.91,15.72,20.73,6.814285714,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,103.6428571,102.4489796,14,3,0.677630927,0.614910899,0.581937489,0.574422201,0.571946168,1.642857143,2.357142857,8.214285714,1,0.124324324,0.178378378,0.621621622,0.075675676,TRUE,0.194445968,0.044610171,4.777663595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,81,24,46.33333333
mp-975271,RbTi5Se8,,,0,0,-1.480372705,12,22,37,15,29.92857143,5.663265306,34,4,89,85,66.5,25.71428571,89,47.867,85.4678,37.6008,68.3202,14.60942857,78.96,312.46,1941,1628.54,997.8185714,673.7010204,494,1,16,15,10.64285714,6.12244898,16,4,5,1,4.071428571,0.132653061,4,120,220,100,141.4285714,24.48979592,120,0.82,2.55,1.73,2.065714286,0.553469388,2.55,1,2,1,1.928571429,0.132653061,2,0,4,4,2.285714286,1.959183673,4,0,10,10,6.428571429,4.081632653,10,0,0,0,0,0,0,1,16,15,10.64285714,6.12244898,16,0,1,1,0.071428571,0.132653061,0,0,2,2,1.142857143,0.979591837,2,0,8,8,2.857142857,3.673469388,0,0,0,0,0,0,0,1,8,7,4.071428571,2.806122449,2,16.69,90.7225,74.0325,27.25232143,9.067168367,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,2.25E-05,2.25E-05,8.05E-06,1.03E-05,0,14,229,215,93.64285714,91.02040816,14,3,0.677630927,0.614910899,0.581937489,0.574422201,0.571946168,1.928571429,2.285714286,6.428571429,0,0.181208054,0.214765101,0.604026846,0,FALSE,0.526794252,0.070542017,4.554579126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,37,22,31
mp-505149,CsCr5Se8,,,0,0.0105,-0.918406305,12,24,55,31,31.92857143,5.663265306,34,5,89,84,68.71428571,23.18367347,89,51.9961,132.9054519,80.9093519,73.18328228,15.13370163,78.96,301.59,2180,1878.41,1082.399286,784.0005102,494,1,16,15,11.35714286,5.306122449,16,4,6,2,4.142857143,0.265306122,4,120,244,124,135.6428571,17.87755102,120,0.79,2.55,1.76,2.106428571,0.506938776,2.55,1,2,1,1.571428571,0.489795918,2,0,4,4,2.285714286,1.959183673,4,0,10,10,7.5,2.857142857,10,0,0,0,0,0,0,1,16,15,11.35714286,5.306122449,16,0,1,1,0.428571429,0.489795918,0,0,2,2,1.142857143,0.979591837,2,0,5,5,1.785714286,2.295918367,0,0,0,0,0,0,0,1,6,5,3.357142857,1.887755102,2,11.19,115.765,104.575,27.07678571,12.6697449,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,229,215,106.1428571,105.3061224,14,3,0.677630927,0.614910899,0.581937489,0.574422201,0.571946168,1.571428571,2.285714286,7.5,0,0.13836478,0.201257862,0.660377358,0,TRUE,0.539019714,0.063062156,4.653697694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,55,24,37.66666667
mp-1207893,V5Se8,,,0,0,-0.943727521,12,23,34,11,29.76923077,5.207100592,34,46,89,43,72.46153846,20.35502959,89,50.9415,78.96,28.0185,68.18365385,13.26319527,78.96,494,2183,1689,1143.615385,799.5266272,494,5,16,11,11.76923077,5.207100592,16,4,4,0,4,0,4,120,153,33,132.6923077,15.62130178,120,1.63,2.55,0.92,2.196153846,0.435502959,2.55,2,2,0,2,0,2,0,4,4,2.461538462,1.893491124,4,3,10,7,7.307692308,3.313609467,10,0,0,0,0,0,0,5,16,11,11.76923077,5.207100592,16,0,0,0,0,0,0,0,2,2,1.230769231,0.946745562,2,0,7,7,2.692307692,3.313609467,0,0,0,0,0,0,0,2,7,5,3.923076923,2.366863905,2,13.01,25.92,12.91,20.95461538,6.111242604,25.92,0,0.799,0.799,0.491692308,0.378224852,0.799,0,0,0,0,0,0,14,229,215,96.69230769,101.7751479,14,2,0.725690856,0.661865573,0.62669842,0.618608484,0.615942027,2,2.461538462,7.307692308,0,0.169934641,0.209150327,0.620915033,0,FALSE,0.190711652,0.045138853,4.890931246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,34,23,28.5
