mpid,log(PF_n*10^7),maximum NdUnfilled
mp-22304,7.037426498,0
mp-7906,7.037426498,0
mp-32880,7.037426498,0
mp-34293,7.037426498,7
mp-581833,7.037426498,0
mp-22969,7.037426498,0
mp-27985,7.037426498,9
mp-22142,7.037426498,0
mp-22216,7.037426498,0
mp-17947,7.037426498,0
mp-21266,7.037426498,0
mp-769284,7.037426498,0
mp-10550,7.037426498,0
mp-777843,7.037426498,0
mp-4123,7.037426498,0
mp-541912,7.037426498,8
mp-777047,7.037426498,0
mp-8389,7.037426498,0
mp-9946,7.037426498,0
mp-380,7.037426498,0
mp-12433,7.037426498,0
mp-23029,7.037426498,0
mp-643293,7.037426498,2
mp-30056,7.037426498,0
mp-10250,7.037426498,0
mp-23268,7.037426498,0
mp-2784,7.037426498,0
mp-5794,7.037426498,0
mp-13803,7.037426498,6
mp-28400,7.033423755,3
mp-772981,7.033423755,0
mp-1340,7.033423755,0
mp-542200,7.033423755,0
mp-29682,7.033423755,0
mp-16998,7.033423755,6
mp-553281,7.033423755,9
mp-571404,7.033423755,0
mp-29236,7.033423755,0
mp-761024,7.033423755,0
mp-568543,7.033423755,0
mp-28589,7.033423755,0
mp-17650,7.033423755,0
mp-2951,7.033423755,0
mp-683910,7.033423755,0
mp-13956,7.033423755,0
mp-7444,7.033423755,0
mp-12459,7.033423755,0
mp-562283,7.033423755,0
mp-20546,7.033423755,0
mp-16945,7.033423755,0
mp-29424,7.033423755,0
mp-28458,7.033423755,0
mp-4575,7.033423755,0
mp-19727,7.033423755,0
mp-23399,7.033423755,0
mp-865865,7.033423755,0
mp-703295,7.033423755,0
mp-30156,7.033423755,0
mp-644236,7.033423755,0
mp-643770,7.033423755,0
mp-18008,7.033423755,0
mp-568745,7.033423755,0
mp-510065,7.033423755,0
mp-865972,7.033423755,0
mp-866818,7.033423755,0
mp-6987,7.033423755,0
mp-510076,7.033423755,0
mp-29955,7.033423755,0
mp-22607,7.033423755,0
mp-568032,7.033423755,0
mp-12532,7.033423755,0
mp-35539,7.033423755,0
mp-38125,7.033423755,0
mp-36194,7.033423755,8
mp-9194,7.033423755,0
mp-10932,7.033423755,0
mp-3188,7.033423755,0
mp-22430,7.033423755,0
mp-28302,7.033423755,0
mp-8188,7.033423755,9
mp-2133,7.033423755,0
mp-557225,7.033423755,6
mp-556233,7.033423755,0
mp-624214,7.033423755,0
mp-768175,7.033423755,0
mp-28955,7.033423755,0
mp-3041,7.033423755,0
mp-7831,7.033423755,0
mp-756297,7.033423755,0
mp-560842,7.033423755,0
mp-12236,7.033423755,0
mp-15239,7.033423755,0
mp-15576,7.033423755,0
mp-5965,7.033423755,0
mp-753806,7.029383778,0
mp-698396,7.029383778,0
mp-767265,7.029383778,7
mp-539,7.029383778,0
mp-673633,7.029383778,0
mp-9922,7.029383778,8
mp-754262,7.029383778,0
mp-15649,7.029383778,3
mp-16861,7.029383778,0
mp-5942,7.029383778,0
mp-9682,7.029383778,0
mp-571162,7.029383778,0
mp-675797,7.029383778,0
mp-754496,7.029383778,0
mp-757442,7.029383778,0
mp-773090,7.029383778,6
mp-32539,7.029383778,6
mp-558807,7.029383778,0
mp-9900,7.029383778,0
mp-510544,7.029383778,6
mp-555836,7.029383778,0
mp-626218,7.029383778,0
mp-556798,7.029383778,0
mp-755856,7.029383778,0
mp-1413,7.029383778,3
mp-2695,7.029383778,4
mp-27246,7.029383778,9
mp-568293,7.029383778,0
mp-7656,7.029383778,0
mp-657338,7.029383778,0
mp-28218,7.029383778,0
mp-540688,7.029383778,0
mp-556247,7.029383778,0
mp-5637,7.029383778,0
mp-569152,7.029383778,0
mp-554944,7.029383778,8
mp-8885,7.029383778,0
mp-7077,7.029383778,0
mp-8446,7.029383778,0
mp-18447,7.029383778,0
mp-29956,7.029383778,0
mp-32711,7.029383778,0
mp-3551,7.029383778,0
mp-29456,7.029383778,0
mp-16236,7.029383778,0
mp-23046,7.029383778,0
mp-5760,7.029383778,0
mp-8658,7.029383778,0
mp-21228,7.029383778,0
mp-22917,7.029383778,0
mp-7589,7.029383778,0
mp-14871,7.029383778,7
mp-557308,7.029383778,0
mp-3666,7.029383778,7
mp-755340,7.029383778,0
mp-570081,7.029383778,0
mp-5175,7.029383778,0
mp-651024,7.029383778,0
mp-680374,7.029383778,0
mp-554553,7.029383778,0
mp-2251,7.029383778,0
mp-567666,7.029383778,0
mp-23354,7.029383778,0
mp-23494,7.029383778,8
mp-13032,7.029383778,0
mp-8177,7.029383778,0
mp-643397,7.029383778,0
mp-16992,7.029383778,0
mp-8269,7.029383778,9
mp-14620,7.029383778,0
mp-753418,7.029383778,0
mp-756317,7.029383778,0
mp-5444,7.029383778,9
mp-13771,7.029383778,9
mp-674352,7.025305865,7
mp-541682,7.025305865,0
mp-29096,7.025305865,0
mp-759943,7.025305865,0
mp-14901,7.025305865,0
mp-570900,7.025305865,0
mp-771321,7.025305865,0
mp-756703,7.025305865,0
mp-557531,7.025305865,0
mp-754521,7.025305865,0
mp-7441,7.025305865,0
mp-620058,7.025305865,0
mp-14433,7.025305865,0
mp-775929,7.025305865,9
mp-561033,7.025305865,0
mp-13726,7.025305865,9
mp-4279,7.025305865,0
mp-22882,7.025305865,0
mp-28584,7.025305865,0
mp-766467,7.025305865,0
mp-557154,7.025305865,0
mp-644741,7.025305865,0
mp-11118,7.025305865,0
mp-16118,7.025305865,0
mp-552547,7.025305865,0
mp-561518,7.025305865,0
mp-755121,7.025305865,8
mp-505431,7.025305865,0
mp-505357,7.025305865,0
mp-20187,7.025305865,0
mp-19956,7.025305865,0
mp-8756,7.025305865,0
mp-8799,7.025305865,0
mp-9250,7.025305865,0
mp-567809,7.025305865,0
mp-571587,7.025305865,0
mp-698032,7.025305865,3
mp-12867,7.025305865,0
mp-15845,7.025305865,0
mp-4764,7.025305865,0
mp-29484,7.025305865,0
mp-555509,7.025305865,0
mp-643061,7.025305865,5
mp-866003,7.025305865,0
mp-636934,7.025305865,0
mp-643246,7.025305865,2
mp-530571,7.025305865,0
mp-18848,7.025305865,6
mp-19403,7.025305865,5
mp-21084,7.025305865,1
mp-16031,7.025305865,0
mp-19784,7.025305865,0
mp-558096,7.025305865,0
mp-36165,7.021189299,0
mp-625565,7.021189299,0
mp-694955,7.021189299,9
mp-542199,7.021189299,0
mp-32616,7.021189299,0
mp-778194,7.021189299,0
mp-758038,7.021189299,9
mp-765902,7.021189299,2
mp-866522,7.021189299,0
mp-13602,7.021189299,0
mp-22342,7.021189299,0
mp-27753,7.021189299,0
mp-567864,7.021189299,0
mp-568493,7.021189299,0
mp-667323,7.021189299,0
mp-23140,7.021189299,0
mp-680333,7.021189299,0
mp-20310,7.021189299,0
mp-772187,7.021189299,0
mp-760230,7.021189299,0
mp-29332,7.021189299,1
mp-768342,7.021189299,6
mp-766,7.021189299,3
mp-634326,7.021189299,0
mp-643385,7.021189299,0
mp-8850,7.021189299,0
mp-1125,7.021189299,0
mp-769778,7.021189299,0
mp-756909,7.021189299,0
mp-756654,7.021189299,0
mp-552234,7.021189299,0
mp-4530,7.021189299,0
mp-37091,7.021189299,0
mp-17244,7.021189299,0
mp-9490,7.021189299,0
mp-10086,7.021189299,9
mp-3992,7.021189299,0
mp-643062,7.021189299,0
mp-540728,7.021189299,0
mp-9580,7.021189299,0
mp-677095,7.021189299,0
mp-753022,7.021189299,0
mp-3731,7.021189299,6
mp-754323,7.021189299,0
mp-12670,7.021189299,0
mp-29415,7.021189299,0
mp-13313,7.021189299,9
mp-541911,7.021189299,8
mp-9028,7.021189299,0
mp-14536,7.021189299,0
mp-661,7.021189299,0
mp-23287,7.021189299,0
mp-2176,7.021189299,0
mp-22913,7.021189299,0
mp-23302,7.021189299,0
mp-648,7.021189299,0
mp-33018,7.021189299,0
mp-754646,7.021189299,0
mp-18577,7.021189299,0
mp-3807,7.021189299,0
mp-625094,7.017033339,0
mp-676348,7.017033339,6
mp-644324,7.017033339,4
mp-23544,7.017033339,0
mp-571177,7.017033339,0
mp-754610,7.017033339,0
mp-753575,7.017033339,0
mp-29376,7.017033339,0
mp-759915,7.017033339,0
mp-30291,7.017033339,0
mp-16834,7.017033339,0
mp-29690,7.017033339,0
mp-504601,7.017033339,0
mp-5737,7.017033339,0
mp-601867,7.017033339,0
mp-680761,7.017033339,0
mp-29179,7.017033339,0
mp-541677,7.017033339,0
mp-669333,7.017033339,0
mp-779551,7.017033339,0
mp-13982,7.017033339,0
mp-772052,7.017033339,0
mp-11582,7.017033339,0
mp-28369,7.017033339,0
mp-4187,7.017033339,0
mp-768931,7.017033339,0
mp-22512,7.017033339,0
mp-13998,7.017033339,0
mp-4066,7.017033339,0
mp-1403,7.017033339,0
mp-29698,7.017033339,6
mp-31468,7.017033339,0
mp-438,7.017033339,0
mp-5970,7.017033339,0
mp-505713,7.017033339,0
mp-28164,7.017033339,0
mp-29009,7.017033339,0
mp-16280,7.017033339,0
mp-34022,7.017033339,0
mp-21374,7.017033339,0
mp-23192,7.017033339,0
mp-755084,7.017033339,0
mp-22255,7.017033339,0
mp-5598,7.017033339,0
mp-625487,7.017033339,0
mp-23326,7.017033339,0
mp-7664,7.017033339,0
mp-3405,7.017033339,0
mp-867577,7.017033339,0
mp-18407,7.017033339,0
mp-23492,7.017033339,0
mp-568005,7.017033339,0
mp-5304,7.017033339,9
mp-769222,7.017033339,0
mp-20863,7.017033339,1
mp-758316,7.012837225,9
mp-31232,7.012837225,0
mp-573321,7.012837225,0
mp-23273,7.012837225,0
mp-18168,7.012837225,0
mp-567371,7.012837225,0
mp-754745,7.012837225,0
mp-12883,7.012837225,0
mp-555481,7.012837225,0
mp-1443,7.012837225,0
mp-5248,7.012837225,0
mp-541722,7.012837225,0
mp-555977,7.012837225,0
mp-866941,7.012837225,0
mp-557993,7.012837225,0
mp-29558,7.012837225,0
mp-756500,7.012837225,0
mp-6955,7.012837225,0
mp-3228,7.012837225,0
mp-554782,7.012837225,0
mp-17129,7.012837225,0
mp-559319,7.012837225,0
mp-17816,7.012837225,0
mp-560872,7.012837225,0
mp-8840,7.012837225,0
mp-18501,7.012837225,0
mp-2632,7.012837225,0
mp-29036,7.012837225,9
mp-567744,7.012837225,0
mp-568796,7.012837225,0
mp-13676,7.012837225,0
mp-16116,7.012837225,0
mp-20343,7.012837225,0
mp-12866,7.012837225,0
mp-29213,7.012837225,0
mp-558314,7.012837225,7
mp-6521,7.012837225,9
mp-756134,7.012837225,8
mp-28855,7.012837225,0
mp-9306,7.012837225,0
mp-28599,7.012837225,0
mp-554699,7.012837225,0
mp-675124,7.012837225,0
mp-6296,7.012837225,0
mp-8176,7.012837225,0
mp-8753,7.012837225,0
mp-556781,7.012837225,9
mp-653973,7.012837225,0
mp-772199,7.012837225,0
mp-768358,7.012837225,9
mp-23212,7.012837225,0
mp-558992,7.012837225,3
mp-17167,7.012837225,0
mp-23067,7.012837225,0
mp-2352,7.012837225,0
mp-10525,7.012837225,0
mp-3688,7.012837225,0
mp-570959,7.012837225,0
mp-752411,7.012837225,0
mp-559352,7.012837225,0
mp-556143,7.012837225,0
mp-769484,7.008600172,5
mp-655001,7.008600172,0
mp-758059,7.008600172,0
mp-3926,7.008600172,6
mp-754369,7.008600172,0
mp-28278,7.008600172,0
mp-29596,7.008600172,0
mp-755893,7.008600172,0
mp-667343,7.008600172,5
mp-770237,7.008600172,5
mp-778256,7.008600172,0
mp-22804,7.008600172,0
mp-696806,7.008600172,0
mp-769050,7.008600172,6
mp-629458,7.008600172,0
mp-3338,7.008600172,0
mp-559849,7.008600172,0
mp-560067,7.008600172,0
mp-4425,7.008600172,7
mp-542903,7.008600172,8
mp-741045,7.008600172,0
mp-510341,7.008600172,0
mp-560607,7.008600172,0
mp-505121,7.008600172,0
mp-769368,7.008600172,0
mp-505496,7.008600172,0
mp-540586,7.008600172,0
mp-571473,7.008600172,0
mp-13718,7.008600172,0
mp-556841,7.008600172,9
mp-756452,7.008600172,0
mp-756118,7.008600172,0
mp-772609,7.008600172,9
mp-769321,7.008600172,0
mp-11605,7.008600172,0
mp-23017,7.008600172,0
mp-573710,7.008600172,0
mp-761036,7.008600172,0
mp-7642,7.008600172,0
mp-8759,7.008600172,8
mp-9731,7.008600172,0
mp-9881,7.008600172,0
mp-23454,7.008600172,0
mp-38394,7.008600172,0
mp-34932,7.008600172,0
mp-36733,7.008600172,9
mp-10520,7.008600172,8
mp-10163,7.008600172,0
mp-390,7.008600172,8
mp-754246,7.008600172,8
mp-768908,7.008600172,0
mp-568722,7.008600172,0
mp-4584,7.008600172,0
mp-769294,7.008600172,0
mp-549706,7.008600172,0
mp-643070,7.008600172,0
mp-755486,7.008600172,0
mp-16978,7.008600172,0
mp-629015,7.008600172,0
mp-755004,7.008600172,0
mp-10648,7.008600172,0
mp-27853,7.008600172,0
mp-27272,7.008600172,0
mp-14069,7.008600172,0
mp-3370,7.008600172,9
mp-5548,7.008600172,7
mp-5472,7.008600172,6
mp-754240,7.008600172,0
mp-625572,7.004321374,0
mp-556369,7.004321374,0
mp-24817,7.004321374,0
mp-554678,7.004321374,0
mp-769500,7.004321374,5
mp-2874,7.004321374,0
mp-29386,7.004321374,0
mp-30198,7.004321374,0
mp-4851,7.004321374,0
mp-850529,7.004321374,0
mp-557183,7.004321374,0
mp-554641,7.004321374,0
mp-23421,7.004321374,0
mp-753671,7.004321374,0
mp-557955,7.004321374,0
mp-7688,7.004321374,0
mp-572951,7.004321374,0
mp-554006,7.004321374,0
mp-561446,7.004321374,0
mp-34381,7.004321374,0
mp-28657,7.004321374,0
mp-27702,7.004321374,0
mp-568436,7.004321374,0
mp-5525,7.004321374,0
mp-558432,7.004321374,0
mp-735022,7.004321374,0
mp-568545,7.004321374,0
mp-17612,7.004321374,0
mp-17854,7.004321374,0
mp-23730,7.004321374,0
mp-29454,7.004321374,0
mp-29693,7.004321374,0
mp-759707,7.004321374,0
mp-769263,7.004321374,0
mp-772413,7.004321374,0
mp-4682,7.004321374,0
mp-16445,7.004321374,0
mp-863358,7.004321374,0
mp-757376,7.004321374,0
mp-7895,7.004321374,0
mp-6984,7.004321374,0
mp-569813,7.004321374,0
mp-29273,7.004321374,0
mp-35281,7.004321374,0
mp-675067,7.004321374,0
mp-616218,7.004321374,0
mp-8751,7.004321374,0
mp-5256,7.004321374,0
mp-21699,7.004321374,9
mp-760417,7.004321374,0
mp-23504,7.004321374,0
mp-571195,7.004321374,0
mp-757917,7.004321374,0
mp-685318,7.004321374,0
mp-760311,7.004321374,0
mp-555477,7.004321374,0
mp-752695,7.004321374,0
mp-14506,7.004321374,0
mp-27629,7.004321374,0
mp-7853,7.004321374,0
mp-552934,7.004321374,0
mp-17243,7.004321374,0
mp-757722,7.004321374,0
mp-23110,7.004321374,0
mp-23063,7.004321374,0
mp-644222,7.004321374,0
mp-864942,7.004321374,5
mp-7580,7.004321374,0
mp-556672,7.004321374,0
mp-22865,7.004321374,0
mp-1022,7.004321374,0
mp-643243,7.004321374,1
mp-10731,7.004321374,0
mp-2908,7.004321374,0
mp-4991,7.004321374,0
mp-756933,7.004321374,7
mp-7971,7.004321374,0
mp-3312,7,0
mp-674531,7,0
mp-27802,7,0
mp-562394,7,0
mp-31069,7,0
mp-16684,7,0
mp-556577,7,0
mp-560538,7,0
mp-561369,7,0
mp-779511,7,0
mp-560882,7,0
mp-5512,7,0
mp-18584,7,0
mp-573635,7,0
mp-697170,7,0
mp-23915,7,0
mp-11603,7,0
mp-18540,7,0
mp-38307,7,0
mp-673808,7,0
mp-550433,7,0
mp-8666,7,0
mp-556048,7,6
mp-866481,7,3
mp-672348,7,0
mp-22661,7,0
mp-11107,7,9
mp-755413,7,0
mp-776911,7,0
mp-23737,7,0
mp-7482,7,0
mp-567498,7,0
mp-22605,7,5
mp-6273,7,0
mp-6073,7,0
mp-27178,6.999565488,0
mp-638009,6.999565488,0
mp-675215,6.999565488,0
mp-3080,6.999565488,0
mp-24356,6.999565488,0
mp-15703,6.999565488,0
mp-556703,6.999565488,0
mp-6402,6.999130541,0
mp-676650,6.999130541,0
mp-9509,6.999130541,0
mp-18253,6.999130541,0
mp-557803,6.999130541,0
mp-771645,6.999130541,0
mp-776081,6.998695158,0
mp-680450,6.998695158,0
mp-23720,6.998695158,0
mp-20980,6.998695158,8
mp-29025,6.998259338,0
mp-779453,6.998259338,0
mp-555078,6.997823081,0
mp-581862,6.997823081,0
mp-557473,6.997823081,0
mp-569085,6.997823081,0
mp-560530,6.997823081,6
mp-684911,6.997823081,0
mp-9203,6.997823081,0
mp-554107,6.997386384,0
mp-3075,6.997386384,0
mp-8187,6.997386384,0
mp-28021,6.997386384,0
mp-29628,6.997386384,0
mp-25305,6.997386384,9
mp-626729,6.997386384,0
mp-769394,6.997386384,7
mp-753774,6.997386384,0
mp-8002,6.997386384,0
mp-3536,6.997386384,0
mp-561013,6.996949248,0
mp-721084,6.996949248,0
mp-28217,6.996949248,0
mp-19765,6.996949248,0
mp-866826,6.996949248,0
mp-1070,6.996949248,0
mp-28485,6.996949248,0
mp-762063,6.996949248,0
mp-5639,6.996949248,0
mp-632706,6.996511672,0
mp-568742,6.996511672,0
mp-776104,6.996511672,0
mp-7684,6.996511672,0
mp-768221,6.996511672,9
mp-766248,6.996511672,0
mp-551092,6.996073654,0
mp-22450,6.996073654,0
mp-559520,6.996073654,0
mp-777814,6.996073654,0
mp-604315,6.996073654,0
mp-30908,6.996073654,0
mp-753737,6.996073654,0
mp-5999,6.996073654,8
mp-8041,6.996073654,0
mp-39003,6.995635195,0
mp-554778,6.995635195,9
mp-13995,6.995635195,0
mp-32581,6.995635195,0
mp-617,6.995635195,1
mp-27508,6.995635195,0
mp-775767,6.995196292,0
mp-27167,6.995196292,0
mp-754334,6.995196292,0
mp-866214,6.995196292,9
mp-4356,6.995196292,0
mp-9392,6.995196292,0
mp-23651,6.995196292,0
mp-571409,6.994756945,0
mp-5733,6.994756945,0
mp-20496,6.994756945,0
mp-752755,6.994756945,0
mp-570983,6.994756945,0
mp-740718,6.994756945,0
mp-640053,6.994756945,0
mp-560026,6.994756945,0
mp-755792,6.994756945,9
mp-6166,6.994756945,0
mp-559608,6.994756945,0
mp-667374,6.994756945,0
mp-755318,6.994756945,9
mp-23418,6.994756945,0
mp-760994,6.994317153,0
mp-774074,6.994317153,0
mp-8360,6.994317153,0
mp-756469,6.994317153,9
mp-24148,6.994317153,9
mp-771132,6.993876915,0
mp-558706,6.993876915,0
mp-5853,6.993876915,0
mp-559419,6.993876915,0
mp-2125,6.993876915,0
mp-10336,6.993876915,9
mp-697921,6.993876915,0
mp-7748,6.993876915,0
mp-241,6.993876915,0
mp-28016,6.99343623,0
mp-643902,6.99343623,0
mp-29222,6.99343623,0
mp-559710,6.99343623,0
mp-6526,6.99343623,0
mp-12491,6.99343623,9
mp-754153,6.99343623,0
mp-677573,6.99343623,0
mp-757911,6.99343623,0
mp-755311,6.99343623,9
mp-626161,6.99343623,0
mp-560821,6.992995098,0
mp-3933,6.992995098,0
mp-8346,6.992995098,9
mp-552028,6.992995098,8
mp-12958,6.992995098,0
mp-14070,6.992995098,0
mp-677055,6.992553518,9
mp-18005,6.992553518,9
mp-17673,6.992553518,9
mp-560316,6.992553518,0
mp-760795,6.992553518,0
mp-9732,6.992553518,0
mp-23289,6.992553518,0
mp-22862,6.992553518,0
mp-556423,6.992111488,0
mp-3470,6.992111488,0
mp-21604,6.992111488,0
mp-776890,6.992111488,0
mp-756979,6.992111488,0
mp-752435,6.992111488,0
mp-770741,6.992111488,0
mp-5391,6.992111488,0
mp-30315,6.992111488,0
mp-35906,6.992111488,9
mp-1922,6.992111488,3
mp-561547,6.991669007,0
mp-754667,6.991669007,0
mp-560829,6.991669007,0
mp-754736,6.991669007,0
mp-15736,6.991669007,0
mp-752581,6.991669007,8
mp-4190,6.991669007,0
mp-30243,6.991669007,0
mp-696804,6.991226076,0
mp-27140,6.991226076,0
mp-22853,6.991226076,5
mp-27747,6.991226076,0
mp-24018,6.991226076,0
mp-554053,6.991226076,0
mp-16970,6.991226076,0
mp-29397,6.991226076,1
mp-4030,6.991226076,1
mp-27618,6.990782692,0
mp-28542,6.990782692,0
mp-31005,6.990782692,0
mp-542331,6.990782692,0
mp-755138,6.990782692,0
mp-559795,6.990338855,0
mp-3765,6.990338855,0
mp-10293,6.990338855,0
mp-754171,6.990338855,0
mp-643060,6.990338855,0
mp-8470,6.990338855,0
mp-531600,6.990338855,0
mp-4482,6.990338855,0
mp-754469,6.990338855,0
mp-772181,6.990338855,0
mp-3887,6.990338855,0
mp-15802,6.990338855,0
mp-7404,6.989894564,0
mp-6236,6.989894564,0
mp-769262,6.989894564,9
mp-22574,6.989894564,0
mp-23131,6.989894564,0
mp-10835,6.989894564,0
mp-697671,6.989894564,0
mp-771976,6.989894564,0
mp-504593,6.989894564,0
mp-23045,6.989894564,0
mp-567196,6.989894564,0
mp-13066,6.989894564,0
mp-10096,6.989894564,0
mp-766506,6.989894564,0
mp-14099,6.989894564,0
mp-677520,6.989449818,0
mp-675678,6.989449818,0
mp-24007,6.989449818,0
mp-760370,6.989449818,0
mp-753798,6.989449818,0
mp-23390,6.989449818,0
mp-3051,6.989449818,0
mp-625404,6.989449818,0
mp-634446,6.989449818,0
mp-38011,6.989449818,0
mp-23535,6.989004616,0
mp-680679,6.989004616,0
mp-680377,6.989004616,0
mp-17685,6.989004616,0
mp-29573,6.989004616,0
mp-756762,6.989004616,0
mp-554818,6.989004616,0
mp-9126,6.989004616,0
mp-22867,6.989004616,0
mp-627418,6.988558957,0
mp-344,6.988558957,0
mp-200,6.988558957,9
mp-6336,6.988558957,0
mp-758504,6.988558957,0
mp-559984,6.988558957,0
mp-23008,6.988558957,0
mp-768505,6.988558957,9
mp-32833,6.98811284,0
mp-696946,6.98811284,0
mp-18411,6.98811284,0
mp-8818,6.98811284,0
mp-4236,6.98811284,0
mp-6566,6.98811284,0
mp-580631,6.98811284,0
mp-559748,6.987666265,0
mp-556178,6.987666265,0
mp-755574,6.987666265,9
mp-771411,6.987666265,0
mp-865716,6.987666265,0
mp-10461,6.987666265,0
mp-14753,6.987666265,7
mp-5878,6.987666265,0
mp-8399,6.987666265,0
mp-755643,6.98721923,0
mp-556122,6.98721923,0
mp-14600,6.98721923,0
mp-560334,6.98721923,0
mp-770472,6.98721923,9
mp-9672,6.98721923,2
mp-752910,6.98721923,0
mp-1267,6.98721923,0
mp-770959,6.98721923,0
mp-28166,6.98721923,0
mp-6799,6.98721923,0
mp-752730,6.986771734,0
mp-603907,6.986771734,0
mp-24337,6.986771734,0
mp-18006,6.986771734,0
mp-559691,6.986771734,0
mp-555731,6.986771734,0
mp-755358,6.986771734,9
mp-23251,6.986771734,0
mp-767471,6.986323777,0
mp-14235,6.986323777,0
mp-21622,6.986323777,0
mp-29808,6.986323777,0
mp-558629,6.986323777,0
mp-643814,6.986323777,0
mp-4438,6.986323777,0
mp-754578,6.986323777,0
mp-30139,6.986323777,0
mp-28796,6.986323777,0
mp-647579,6.986323777,0
mp-23350,6.986323777,1
mp-40519,6.985875357,8
mp-559283,6.985875357,8
mp-505698,6.985875357,0
mp-555077,6.985875357,0
mp-6227,6.985875357,0
mp-6192,6.985875357,0
mp-570553,6.985426474,4
mp-8973,6.985426474,0
mp-14680,6.985426474,0
mp-567601,6.985426474,0
mp-38684,6.985426474,0
mp-758269,6.984977126,0
mp-5618,6.984977126,0
mp-12199,6.984977126,0
mp-27904,6.984977126,4
mp-560370,6.984977126,0
mp-772864,6.984977126,0
mp-562182,6.984977126,0
mp-720861,6.984977126,0
mp-684708,6.984977126,0
mp-582767,6.984977126,9
mp-772188,6.984977126,0
mp-623862,6.984977126,0
mp-758033,6.984527313,9
mp-626528,6.984527313,6
mp-27394,6.984527313,0
mp-768422,6.984527313,0
mp-758180,6.984527313,0
mp-626417,6.984527313,0
mp-556968,6.984527313,0
mp-24097,6.984527313,0
mp-769045,6.984527313,0
mp-769015,6.984527313,0
mp-625555,6.984077034,0
mp-753939,6.984077034,0
mp-753947,6.984077034,9
mp-556343,6.984077034,0
mp-28364,6.984077034,0
mp-755217,6.984077034,0
mp-4698,6.984077034,0
mp-756978,6.984077034,0
mp-697121,6.984077034,0
mp-20727,6.984077034,0
mp-540707,6.984077034,0
mp-768469,6.984077034,0
mp-23321,6.984077034,0
mp-680676,6.983626287,0
mp-554988,6.983626287,0
